time,height,velocity,acceleration,aerodrag
 77.580,46684.875,535.993,-9.955,3623.278
 77.590,46690.235,535.893,-9.955,3619.649
 77.600,46695.593,535.794,-9.955,3616.024
 77.610,46700.951,535.694,-9.954,3612.403
 77.620,46706.307,535.594,-9.954,3608.785
 77.630,46711.663,535.495,-9.954,3605.172
 77.640,46717.017,535.395,-9.954,3601.562
 77.650,46722.371,535.296,-9.954,3597.957
 77.660,46727.723,535.196,-9.954,3594.354
 77.670,46733.074,535.097,-9.954,3590.756
 77.680,46738.425,534.997,-9.953,3587.162
 77.690,46743.774,534.898,-9.953,3583.571
 77.700,46749.123,534.798,-9.953,3579.984
 77.710,46754.470,534.699,-9.953,3576.401
 77.720,46759.817,534.599,-9.953,3572.822
 77.730,46765.162,534.500,-9.953,3569.246
 77.740,46770.507,534.400,-9.953,3565.675
 77.750,46775.850,534.301,-9.952,3562.106
 77.760,46781.193,534.201,-9.952,3558.542
 77.770,46786.534,534.102,-9.952,3554.982
 77.780,46791.875,534.002,-9.952,3551.425
 77.790,46797.214,533.902,-9.952,3547.872
 77.800,46802.553,533.803,-9.952,3544.323
 77.810,46807.890,533.703,-9.952,3540.777
 77.820,46813.227,533.604,-9.951,3537.235
 77.830,46818.563,533.504,-9.951,3533.697
 77.840,46823.897,533.405,-9.951,3530.163
 77.850,46829.231,533.305,-9.951,3526.632
 77.860,46834.563,533.206,-9.951,3523.105
 77.870,46839.895,533.106,-9.951,3519.582
 77.880,46845.225,533.007,-9.951,3516.063
 77.890,46850.555,532.907,-9.951,3512.547
 77.900,46855.883,532.808,-9.950,3509.035
 77.910,46861.211,532.708,-9.950,3505.527
 77.920,46866.538,532.609,-9.950,3502.022
 77.930,46871.863,532.509,-9.950,3498.521
 77.940,46877.188,532.410,-9.950,3495.024
 77.950,46882.511,532.310,-9.950,3491.530
 77.960,46887.834,532.211,-9.950,3488.040
 77.970,46893.156,532.111,-9.949,3484.554
 77.980,46898.476,532.012,-9.949,3481.071
 77.990,46903.796,531.912,-9.949,3477.592
 78.000,46909.115,531.813,-9.949,3474.117
 78.010,46914.432,531.713,-9.949,3470.645
 78.020,46919.749,531.614,-9.949,3467.177
 78.030,46925.064,531.514,-9.949,3463.713
 78.040,46930.379,531.415,-9.948,3460.252
 78.050,46935.693,531.315,-9.948,3456.795
 78.060,46941.005,531.216,-9.948,3453.342
 78.070,46946.317,531.116,-9.948,3449.892
 78.080,46951.628,531.017,-9.948,3446.446
 78.090,46956.937,530.918,-9.948,3443.003
 78.100,46962.246,530.818,-9.948,3439.564
 78.110,46967.554,530.719,-9.947,3436.129
 78.120,46972.860,530.619,-9.947,3432.697
 78.130,46978.166,530.520,-9.947,3429.269
 78.140,46983.471,530.420,-9.947,3425.844
 78.150,46988.775,530.321,-9.947,3422.424
 78.160,46994.077,530.221,-9.947,3419.006
 78.170,46999.379,530.122,-9.947,3415.592
 78.180,47004.680,530.022,-9.946,3412.182
 78.190,47009.979,529.923,-9.946,3408.776
 78.200,47015.278,529.823,-9.946,3405.373
 78.210,47020.576,529.724,-9.946,3401.973
 78.220,47025.873,529.624,-9.946,3398.577
 78.230,47031.168,529.525,-9.946,3395.185
 78.240,47036.463,529.426,-9.946,3391.796
 78.250,47041.757,529.326,-9.946,3388.411
 78.260,47047.050,529.227,-9.945,3385.030
 78.270,47052.341,529.127,-9.945,3381.652
 78.280,47057.632,529.028,-9.945,3378.277
 78.290,47062.922,528.928,-9.945,3374.906
 78.300,47068.211,528.829,-9.945,3371.539
 78.310,47073.499,528.729,-9.945,3368.175
 78.320,47078.785,528.630,-9.945,3364.814
 78.330,47084.071,528.530,-9.944,3361.458
 78.340,47089.356,528.431,-9.944,3358.104
 78.350,47094.640,528.332,-9.944,3354.754
 78.360,47099.923,528.232,-9.944,3351.408
 78.370,47105.204,528.133,-9.944,3348.065
 78.380,47110.485,528.033,-9.944,3344.726
 78.390,47115.765,527.934,-9.944,3341.390
 78.400,47121.044,527.834,-9.944,3338.058
 78.410,47126.322,527.735,-9.943,3334.729
 78.420,47131.599,527.636,-9.943,3331.404
 78.430,47136.874,527.536,-9.943,3328.082
 78.440,47142.149,527.437,-9.943,3324.764
 78.450,47147.423,527.337,-9.943,3321.449
 78.460,47152.696,527.238,-9.943,3318.137
 78.470,47157.968,527.138,-9.943,3314.830
 78.480,47163.239,527.039,-9.942,3311.525
 78.490,47168.509,526.940,-9.942,3308.224
 78.500,47173.778,526.840,-9.942,3304.927
 78.510,47179.046,526.741,-9.942,3301.632
 78.520,47184.312,526.641,-9.942,3298.342
 78.530,47189.578,526.542,-9.942,3295.055
 78.540,47194.843,526.442,-9.942,3291.771
 78.550,47200.107,526.343,-9.942,3288.491
 78.560,47205.370,526.244,-9.941,3285.214
 78.570,47210.632,526.144,-9.941,3281.940
 78.580,47215.893,526.045,-9.941,3278.670
 78.590,47221.153,525.945,-9.941,3275.404
 78.600,47226.412,525.846,-9.941,3272.141
 78.610,47231.670,525.747,-9.941,3268.881
 78.620,47236.927,525.647,-9.941,3265.625
 78.630,47242.183,525.548,-9.940,3262.372
 78.640,47247.438,525.448,-9.940,3259.122
 78.650,47252.692,525.349,-9.940,3255.876
 78.660,47257.945,525.250,-9.940,3252.633
 78.670,47263.197,525.150,-9.940,3249.394
 78.680,47268.448,525.051,-9.940,3246.158
 78.690,47273.698,524.951,-9.940,3242.925
 78.700,47278.947,524.852,-9.940,3239.696
 78.710,47284.195,524.753,-9.939,3236.470
 78.720,47289.442,524.653,-9.939,3233.248
 78.730,47294.688,524.554,-9.939,3230.029
 78.740,47299.933,524.454,-9.939,3226.813
 78.750,47305.177,524.355,-9.939,3223.601
 78.760,47310.420,524.256,-9.939,3220.392
 78.770,47315.662,524.156,-9.939,3217.186
 78.780,47320.903,524.057,-9.939,3213.984
 78.790,47326.143,523.957,-9.938,3210.785
 78.800,47331.382,523.858,-9.938,3207.590
 78.810,47336.620,523.759,-9.938,3204.397
 78.820,47341.857,523.659,-9.938,3201.209
 78.830,47347.094,523.560,-9.938,3198.023
 78.840,47352.329,523.460,-9.938,3194.841
 78.850,47357.563,523.361,-9.938,3191.662
 78.860,47362.796,523.262,-9.938,3188.486
 78.870,47368.028,523.162,-9.937,3185.314
 78.880,47373.259,523.063,-9.937,3182.145
 78.890,47378.489,522.964,-9.937,3178.979
 78.900,47383.718,522.864,-9.937,3175.817
 78.910,47388.947,522.765,-9.937,3172.658
 78.920,47394.174,522.666,-9.937,3169.502
 78.930,47399.400,522.566,-9.937,3166.350
 78.940,47404.625,522.467,-9.937,3163.201
 78.950,47409.849,522.367,-9.936,3160.055
 78.960,47415.072,522.268,-9.936,3156.912
 78.970,47420.295,522.169,-9.936,3153.773
 78.980,47425.516,522.069,-9.936,3150.637
 78.990,47430.736,521.970,-9.936,3147.504
 79.000,47435.955,521.871,-9.936,3144.375
 79.010,47441.173,521.771,-9.936,3141.249
 79.020,47446.391,521.672,-9.936,3138.126
 79.030,47451.607,521.573,-9.935,3135.006
 79.040,47456.822,521.473,-9.935,3131.890
 79.050,47462.036,521.374,-9.935,3128.776
 79.060,47467.250,521.274,-9.935,3125.666
 79.070,47472.462,521.175,-9.935,3122.560
 79.080,47477.673,521.076,-9.935,3119.456
 79.090,47482.883,520.976,-9.935,3116.356
 79.100,47488.093,520.877,-9.935,3113.259
 79.110,47493.301,520.778,-9.934,3110.165
 79.120,47498.508,520.678,-9.934,3107.075
 79.130,47503.714,520.579,-9.934,3103.988
 79.140,47508.920,520.480,-9.934,3100.903
 79.150,47514.124,520.380,-9.934,3097.823
 79.160,47519.327,520.281,-9.934,3094.745
 79.170,47524.530,520.182,-9.934,3091.670
 79.180,47529.731,520.082,-9.934,3088.599
 79.190,47534.931,519.983,-9.933,3085.531
 79.200,47540.131,519.884,-9.933,3082.466
 79.210,47545.329,519.784,-9.933,3079.405
 79.220,47550.526,519.685,-9.933,3076.346
 79.230,47555.723,519.586,-9.933,3073.291
 79.240,47560.918,519.486,-9.933,3070.239
 79.250,47566.112,519.387,-9.933,3067.190
 79.260,47571.306,519.288,-9.933,3064.144
 79.270,47576.498,519.188,-9.932,3061.102
 79.280,47581.689,519.089,-9.932,3058.062
 79.290,47586.880,518.990,-9.932,3055.026
 79.300,47592.069,518.890,-9.932,3051.993
 79.310,47597.258,518.791,-9.932,3048.963
 79.320,47602.445,518.692,-9.932,3045.936
 79.330,47607.632,518.592,-9.932,3042.913
 79.340,47612.817,518.493,-9.932,3039.892
 79.350,47618.001,518.394,-9.931,3036.875
 79.360,47623.185,518.295,-9.931,3033.861
 79.370,47628.367,518.195,-9.931,3030.850
 79.380,47633.549,518.096,-9.931,3027.842
 79.390,47638.729,517.997,-9.931,3024.837
 79.400,47643.909,517.897,-9.931,3021.836
 79.410,47649.087,517.798,-9.931,3018.837
 79.420,47654.265,517.699,-9.931,3015.842
 79.430,47659.441,517.599,-9.931,3012.849
 79.440,47664.617,517.500,-9.930,3009.860
 79.450,47669.791,517.401,-9.930,3006.874
 79.460,47674.965,517.301,-9.930,3003.891
 79.470,47680.137,517.202,-9.930,3000.911
 79.480,47685.309,517.103,-9.930,2997.935
 79.490,47690.479,517.004,-9.930,2994.961
 79.500,47695.649,516.904,-9.930,2991.990
 79.510,47700.817,516.805,-9.930,2989.023
 79.520,47705.985,516.706,-9.929,2986.059
 79.530,47711.151,516.606,-9.929,2983.097
 79.540,47716.317,516.507,-9.929,2980.139
 79.550,47721.482,516.408,-9.929,2977.184
 79.560,47726.645,516.309,-9.929,2974.232
 79.570,47731.808,516.209,-9.929,2971.283
 79.580,47736.969,516.110,-9.929,2968.337
 79.590,47742.130,516.011,-9.929,2965.394
 79.600,47747.290,515.911,-9.928,2962.454
 79.610,47752.448,515.812,-9.928,2959.517
 79.620,47757.606,515.713,-9.928,2956.584
 79.630,47762.762,515.614,-9.928,2953.653
 79.640,47767.918,515.514,-9.928,2950.725
 79.650,47773.073,515.415,-9.928,2947.801
 79.660,47778.226,515.316,-9.928,2944.879
 79.670,47783.379,515.216,-9.928,2941.961
 79.680,47788.531,515.117,-9.928,2939.045
 79.690,47793.681,515.018,-9.927,2936.133
 79.700,47798.831,514.919,-9.927,2933.223
 79.710,47803.980,514.819,-9.927,2930.317
 79.720,47809.127,514.720,-9.927,2927.414
 79.730,47814.274,514.621,-9.927,2924.513
 79.740,47819.420,514.521,-9.927,2921.616
 79.750,47824.565,514.422,-9.927,2918.721
 79.760,47829.708,514.323,-9.927,2915.830
 79.770,47834.851,514.224,-9.927,2912.942
 79.780,47839.993,514.124,-9.926,2910.056
 79.790,47845.133,514.025,-9.926,2907.174
 79.800,47850.273,513.926,-9.926,2904.295
 79.810,47855.412,513.827,-9.926,2901.418
 79.820,47860.550,513.727,-9.926,2898.545
 79.830,47865.687,513.628,-9.926,2895.674
 79.840,47870.822,513.529,-9.926,2892.807
 79.850,47875.957,513.430,-9.926,2889.942
 79.860,47881.091,513.330,-9.925,2887.081
 79.870,47886.224,513.231,-9.925,2884.222
 79.880,47891.356,513.132,-9.925,2881.367
 79.890,47896.486,513.033,-9.925,2878.514
 79.900,47901.616,512.933,-9.925,2875.665
 79.910,47906.745,512.834,-9.925,2872.818
 79.920,47911.873,512.735,-9.925,2869.974
 79.930,47917.000,512.636,-9.925,2867.133
 79.940,47922.126,512.536,-9.925,2864.295
 79.950,47927.250,512.437,-9.924,2861.460
 79.960,47932.374,512.338,-9.924,2858.628
 79.970,47937.497,512.239,-9.924,2855.799
 79.980,47942.619,512.139,-9.924,2852.973
 79.990,47947.740,512.040,-9.924,2850.150
 80.000,47952.860,511.941,-9.924,2847.330
 80.010,47957.979,511.842,-9.924,2844.513
 80.020,47963.097,511.742,-9.924,2841.698
 80.030,47968.214,511.643,-9.924,2838.887
 80.040,47973.330,511.544,-9.923,2836.078
 80.050,47978.445,511.445,-9.923,2833.272
 80.060,47983.559,511.345,-9.923,2830.470
 80.070,47988.671,511.246,-9.923,2827.670
 80.080,47993.783,511.147,-9.923,2824.873
 80.090,47998.894,511.048,-9.923,2822.079
 80.100,48004.004,510.949,-9.923,2819.287
 80.110,48009.113,510.849,-9.923,2816.499
 80.120,48014.221,510.750,-9.923,2813.714
 80.130,48019.328,510.651,-9.922,2810.931
 80.140,48024.434,510.552,-9.922,2808.152
 80.150,48029.539,510.452,-9.922,2805.375
 80.160,48034.643,510.353,-9.922,2802.601
 80.170,48039.746,510.254,-9.922,2799.830
 80.180,48044.849,510.155,-9.922,2797.062
 80.190,48049.950,510.056,-9.922,2794.296
 80.200,48055.050,509.956,-9.922,2791.534
 80.210,48060.149,509.857,-9.922,2788.774
 80.220,48065.247,509.758,-9.921,2786.018
 80.230,48070.344,509.659,-9.921,2783.264
 80.240,48075.440,509.559,-9.921,2780.513
 80.250,48080.535,509.460,-9.921,2777.764
 80.260,48085.629,509.361,-9.921,2775.019
 80.270,48090.722,509.262,-9.921,2772.277
 80.280,48095.814,509.163,-9.921,2769.537
 80.290,48100.906,509.063,-9.921,2766.800
 80.300,48105.996,508.964,-9.921,2764.066
 80.310,48111.085,508.865,-9.920,2761.335
 80.320,48116.173,508.766,-9.920,2758.607
 80.330,48121.260,508.667,-9.920,2755.881
 80.340,48126.346,508.567,-9.920,2753.158
 80.350,48131.431,508.468,-9.920,2750.438
 80.360,48136.516,508.369,-9.920,2747.721
 80.370,48141.599,508.270,-9.920,2745.007
 80.380,48146.681,508.171,-9.920,2742.295
 80.390,48151.762,508.071,-9.920,2739.587
 80.400,48156.842,507.972,-9.919,2736.881
 80.410,48161.922,507.873,-9.919,2734.178
 80.420,48167.000,507.774,-9.919,2731.478
 80.430,48172.077,507.675,-9.919,2728.780
 80.440,48177.153,507.575,-9.919,2726.085
 80.450,48182.229,507.476,-9.919,2723.393
 80.460,48187.303,507.377,-9.919,2720.704
 80.470,48192.376,507.278,-9.919,2718.018
 80.480,48197.449,507.179,-9.919,2715.334
 80.490,48202.520,507.080,-9.919,2712.653
 80.500,48207.590,506.980,-9.918,2709.975
 80.510,48212.659,506.881,-9.918,2707.300
 80.520,48217.728,506.782,-9.918,2704.627
 80.530,48222.795,506.683,-9.918,2701.958
 80.540,48227.861,506.584,-9.918,2699.290
 80.550,48232.927,506.484,-9.918,2696.626
 80.560,48237.991,506.385,-9.918,2693.965
 80.570,48243.054,506.286,-9.918,2691.306
 80.580,48248.117,506.187,-9.918,2688.650
 80.590,48253.178,506.088,-9.917,2685.996
 80.600,48258.239,505.989,-9.917,2683.346
 80.610,48263.298,505.889,-9.917,2680.698
 80.620,48268.356,505.790,-9.917,2678.053
 80.630,48273.414,505.691,-9.917,2675.411
 80.640,48278.470,505.592,-9.917,2672.771
 80.650,48283.526,505.493,-9.917,2670.134
 80.660,48288.580,505.394,-9.917,2667.500
 80.670,48293.633,505.294,-9.917,2664.868
 80.680,48298.686,505.195,-9.916,2662.239
 80.690,48303.737,505.096,-9.916,2659.613
 80.700,48308.788,504.997,-9.916,2656.990
 80.710,48313.837,504.898,-9.916,2654.369
 80.720,48318.886,504.799,-9.916,2651.751
 80.730,48323.933,504.699,-9.916,2649.136
 80.740,48328.980,504.600,-9.916,2646.523
 80.750,48334.025,504.501,-9.916,2643.914
 80.760,48339.070,504.402,-9.916,2641.306
 80.770,48344.113,504.303,-9.916,2638.702
 80.780,48349.156,504.204,-9.915,2636.100
 80.790,48354.197,504.104,-9.915,2633.501
 80.800,48359.238,504.005,-9.915,2630.904
 80.810,48364.277,503.906,-9.915,2628.311
 80.820,48369.316,503.807,-9.915,2625.719
 80.830,48374.354,503.708,-9.915,2623.131
 80.840,48379.390,503.609,-9.915,2620.545
 80.850,48384.426,503.510,-9.915,2617.962
 80.860,48389.460,503.410,-9.915,2615.382
 80.870,48394.494,503.311,-9.915,2612.804
 80.880,48399.527,503.212,-9.914,2610.229
 80.890,48404.558,503.113,-9.914,2607.656
 80.900,48409.589,503.014,-9.914,2605.086
 80.910,48414.619,502.915,-9.914,2602.519
 80.920,48419.647,502.816,-9.914,2599.954
 80.930,48424.675,502.716,-9.914,2597.392
 80.940,48429.701,502.617,-9.914,2594.833
 80.950,48434.727,502.518,-9.914,2592.277
 80.960,48439.752,502.419,-9.914,2589.722
 80.970,48444.776,502.320,-9.913,2587.171
 80.980,48449.798,502.221,-9.913,2584.622
 80.990,48454.820,502.122,-9.913,2582.076
 81.000,48459.841,502.022,-9.913,2579.533
 81.010,48464.860,501.923,-9.913,2576.992
 81.020,48469.879,501.824,-9.913,2574.453
 81.030,48474.897,501.725,-9.913,2571.918
 81.040,48479.914,501.626,-9.913,2569.384
 81.050,48484.929,501.527,-9.913,2566.854
 81.060,48489.944,501.428,-9.913,2564.326
 81.070,48494.958,501.329,-9.912,2561.801
 81.080,48499.971,501.229,-9.912,2559.278
 81.090,48504.983,501.130,-9.912,2556.758
 81.100,48509.993,501.031,-9.912,2554.240
 81.110,48515.003,500.932,-9.912,2551.725
 81.120,48520.012,500.833,-9.912,2549.213
 81.130,48525.020,500.734,-9.912,2546.703
 81.140,48530.027,500.635,-9.912,2544.196
 81.150,48535.033,500.536,-9.912,2541.692
 81.160,48540.037,500.436,-9.912,2539.189
 81.170,48545.041,500.337,-9.911,2536.690
 81.180,48550.044,500.238,-9.911,2534.193
 81.190,48555.046,500.139,-9.911,2531.699
 81.200,48560.047,500.040,-9.911,2529.207
 81.210,48565.047,499.941,-9.911,2526.718
 81.220,48570.046,499.842,-9.911,2524.231
 81.230,48575.044,499.743,-9.911,2521.747
 81.240,48580.041,499.644,-9.911,2519.265
 81.250,48585.037,499.544,-9.911,2516.786
 81.260,48590.031,499.445,-9.911,2514.310
 81.270,48595.025,499.346,-9.910,2511.836
 81.280,48600.018,499.247,-9.910,2509.365
 81.290,48605.010,499.148,-9.910,2506.896
 81.300,48610.001,499.049,-9.910,2504.429
 81.310,48614.991,498.950,-9.910,2501.966
 81.320,48619.980,498.851,-9.910,2499.504
 81.330,48624.968,498.752,-9.910,2497.046
 81.340,48629.955,498.653,-9.910,2494.589
 81.350,48634.941,498.553,-9.910,2492.136
 81.360,48639.926,498.454,-9.910,2489.685
 81.370,48644.911,498.355,-9.909,2487.236
 81.380,48649.894,498.256,-9.909,2484.790
 81.390,48654.876,498.157,-9.909,2482.346
 81.400,48659.857,498.058,-9.909,2479.905
 81.410,48664.837,497.959,-9.909,2477.466
 81.420,48669.816,497.860,-9.909,2475.030
 81.430,48674.794,497.761,-9.909,2472.596
 81.440,48679.771,497.662,-9.909,2470.165
 81.450,48684.747,497.563,-9.909,2467.737
 81.460,48689.722,497.463,-9.909,2465.311
 81.470,48694.696,497.364,-9.909,2462.887
 81.480,48699.670,497.265,-9.908,2460.466
 81.490,48704.642,497.166,-9.908,2458.047
 81.500,48709.613,497.067,-9.908,2455.631
 81.510,48714.583,496.968,-9.908,2453.217
 81.520,48719.552,496.869,-9.908,2450.806
 81.530,48724.521,496.770,-9.908,2448.397
 81.540,48729.488,496.671,-9.908,2445.990
 81.550,48734.454,496.572,-9.908,2443.587
 81.560,48739.419,496.473,-9.908,2441.185
 81.570,48744.383,496.374,-9.908,2438.786
 81.580,48749.347,496.274,-9.907,2436.390
 81.590,48754.309,496.175,-9.907,2433.996
 81.600,48759.270,496.076,-9.907,2431.604
 81.610,48764.230,495.977,-9.907,2429.215
 81.620,48769.190,495.878,-9.907,2426.828
 81.630,48774.148,495.779,-9.907,2424.444
 81.640,48779.105,495.680,-9.907,2422.062
 81.650,48784.062,495.581,-9.907,2419.683
 81.660,48789.017,495.482,-9.907,2417.306
 81.670,48793.971,495.383,-9.907,2414.931
 81.680,48798.925,495.284,-9.907,2412.559
 81.690,48803.877,495.185,-9.906,2410.190
 81.700,48808.828,495.086,-9.906,2407.822
 81.710,48813.779,494.987,-9.906,2405.458
 81.720,48818.728,494.888,-9.906,2403.095
 81.730,48823.676,494.788,-9.906,2400.735
 81.740,48828.624,494.689,-9.906,2398.378
 81.750,48833.570,494.590,-9.906,2396.022
 81.760,48838.516,494.491,-9.906,2393.670
 81.770,48843.460,494.392,-9.906,2391.319
 81.780,48848.403,494.293,-9.906,2388.971
 81.790,48853.346,494.194,-9.905,2386.626
 81.800,48858.287,494.095,-9.905,2384.283
 81.810,48863.228,493.996,-9.905,2381.942
 81.820,48868.167,493.897,-9.905,2379.604
 81.830,48873.106,493.798,-9.905,2377.268
 81.840,48878.043,493.699,-9.905,2374.934
 81.850,48882.980,493.600,-9.905,2372.603
 81.860,48887.915,493.501,-9.905,2370.274
 81.870,48892.850,493.402,-9.905,2367.948
 81.880,48897.783,493.303,-9.905,2365.624
 81.890,48902.716,493.204,-9.905,2363.302
 81.900,48907.647,493.105,-9.904,2360.983
 81.910,48912.578,493.006,-9.904,2358.666
 81.920,48917.507,492.906,-9.904,2356.351
 81.930,48922.436,492.807,-9.904,2354.039
 81.940,48927.364,492.708,-9.904,2351.729
 81.950,48932.290,492.609,-9.904,2349.422
 81.960,48937.216,492.510,-9.904,2347.117
 81.970,48942.140,492.411,-9.904,2344.814
 81.980,48947.064,492.312,-9.904,2342.513
 81.990,48951.987,492.213,-9.904,2340.215
 82.000,48956.908,492.114,-9.904,2337.920
 82.010,48961.829,492.015,-9.903,2335.626
 82.020,48966.748,491.916,-9.903,2333.335
 82.030,48971.667,491.817,-9.903,2331.047
 82.040,48976.585,491.718,-9.903,2328.760
 82.050,48981.502,491.619,-9.903,2326.476
 82.060,48986.417,491.520,-9.903,2324.195
 82.070,48991.332,491.421,-9.903,2321.915
 82.080,48996.246,491.322,-9.903,2319.638
 82.090,49001.158,491.223,-9.903,2317.363
 82.100,49006.070,491.124,-9.903,2315.091
 82.110,49010.981,491.025,-9.903,2312.821
 82.120,49015.891,490.926,-9.902,2310.553
 82.130,49020.799,490.827,-9.902,2308.288
 82.140,49025.707,490.728,-9.902,2306.025
 82.150,49030.614,490.629,-9.902,2303.764
 82.160,49035.520,490.530,-9.902,2301.505
 82.170,49040.424,490.431,-9.902,2299.249
 82.180,49045.328,490.332,-9.902,2296.995
 82.190,49050.231,490.233,-9.902,2294.744
 82.200,49055.133,490.134,-9.902,2292.494
 82.210,49060.034,490.035,-9.902,2290.247
 82.220,49064.934,489.936,-9.902,2288.002
 82.230,49069.833,489.837,-9.901,2285.760
 82.240,49074.730,489.738,-9.901,2283.520
 82.250,49079.627,489.639,-9.901,2281.282
 82.260,49084.523,489.540,-9.901,2279.046
 82.270,49089.418,489.441,-9.901,2276.813
 82.280,49094.312,489.342,-9.901,2274.582
 82.290,49099.205,489.243,-9.901,2272.353
 82.300,49104.097,489.144,-9.901,2270.127
 82.310,49108.988,489.045,-9.901,2267.902
 82.320,49113.878,488.946,-9.901,2265.680
 82.330,49118.767,488.847,-9.901,2263.461
 82.340,49123.655,488.747,-9.900,2261.243
 82.350,49128.542,488.648,-9.900,2259.028
 82.360,49133.428,488.549,-9.900,2256.815
 82.370,49138.313,488.450,-9.900,2254.605
 82.380,49143.197,488.351,-9.900,2252.396
 82.390,49148.080,488.252,-9.900,2250.190
 82.400,49152.962,488.153,-9.900,2247.986
 82.410,49157.843,488.054,-9.900,2245.784
 82.420,49162.723,487.955,-9.900,2243.585
 82.430,49167.602,487.856,-9.900,2241.388
 82.440,49172.480,487.757,-9.900,2239.193
 82.450,49177.357,487.659,-9.899,2237.000
 82.460,49182.233,487.560,-9.899,2234.809
 82.470,49187.108,487.461,-9.899,2232.621
 82.480,49191.982,487.362,-9.899,2230.435
 82.490,49196.855,487.263,-9.899,2228.251
 82.500,49201.728,487.164,-9.899,2226.070
 82.510,49206.599,487.065,-9.899,2223.890
 82.520,49211.469,486.966,-9.899,2221.713
 82.530,49216.338,486.867,-9.899,2219.538
 82.540,49221.206,486.768,-9.899,2217.365
 82.550,49226.073,486.669,-9.899,2215.195
 82.560,49230.940,486.570,-9.899,2213.026
 82.570,49235.805,486.471,-9.898,2210.860
 82.580,49240.669,486.372,-9.898,2208.696
 82.590,49245.532,486.273,-9.898,2206.535
 82.600,49250.394,486.174,-9.898,2204.375
 82.610,49255.256,486.075,-9.898,2202.218
 82.620,49260.116,485.976,-9.898,2200.063
 82.630,49264.975,485.877,-9.898,2197.910
 82.640,49269.833,485.778,-9.898,2195.759
 82.650,49274.691,485.679,-9.898,2193.610
 82.660,49279.547,485.580,-9.898,2191.464
 82.670,49284.402,485.481,-9.898,2189.320
 82.680,49289.257,485.382,-9.897,2187.178
 82.690,49294.110,485.283,-9.897,2185.038
 82.700,49298.962,485.184,-9.897,2182.900
 82.710,49303.814,485.085,-9.897,2180.765
 82.720,49308.664,484.986,-9.897,2178.631
 82.730,49313.513,484.887,-9.897,2176.500
 82.740,49318.362,484.788,-9.897,2174.371
 82.750,49323.209,484.689,-9.897,2172.244
 82.760,49328.055,484.590,-9.897,2170.120
 82.770,49332.901,484.491,-9.897,2167.997
 82.780,49337.745,484.392,-9.897,2165.877
 82.790,49342.589,484.293,-9.897,2163.759
 82.800,49347.431,484.194,-9.896,2161.643
 82.810,49352.273,484.095,-9.896,2159.529
 82.820,49357.113,483.996,-9.896,2157.417
 82.830,49361.953,483.897,-9.896,2155.307
 82.840,49366.791,483.798,-9.896,2153.200
 82.850,49371.629,483.699,-9.896,2151.094
 82.860,49376.465,483.600,-9.896,2148.991
 82.870,49381.301,483.501,-9.896,2146.890
 82.880,49386.135,483.403,-9.896,2144.791
 82.890,49390.969,483.304,-9.896,2142.694
 82.900,49395.801,483.205,-9.896,2140.600
 82.910,49400.633,483.106,-9.896,2138.507
 82.920,49405.463,483.007,-9.895,2136.417
 82.930,49410.293,482.908,-9.895,2134.328
 82.940,49415.121,482.809,-9.895,2132.242
 82.950,49419.949,482.710,-9.895,2130.158
 82.960,49424.776,482.611,-9.895,2128.076
 82.970,49429.601,482.512,-9.895,2125.996
 82.980,49434.426,482.413,-9.895,2123.918
 82.990,49439.249,482.314,-9.895,2121.843
 83.000,49444.072,482.215,-9.895,2119.769
 83.010,49448.894,482.116,-9.895,2117.698
 83.020,49453.714,482.017,-9.895,2115.628
 83.030,49458.534,481.918,-9.895,2113.561
 83.040,49463.353,481.819,-9.894,2111.496
 83.050,49468.170,481.720,-9.894,2109.433
 83.060,49472.987,481.621,-9.894,2107.372
 83.070,49477.803,481.522,-9.894,2105.313
 83.080,49482.618,481.424,-9.894,2103.256
 83.090,49487.431,481.325,-9.894,2101.201
 83.100,49492.244,481.226,-9.894,2099.149
 83.110,49497.056,481.127,-9.894,2097.098
 83.120,49501.867,481.028,-9.894,2095.050
 83.130,49506.676,480.929,-9.894,2093.003
 83.140,49511.485,480.830,-9.894,2090.959
 83.150,49516.293,480.731,-9.894,2088.917
 83.160,49521.100,480.632,-9.893,2086.877
 83.170,49525.906,480.533,-9.893,2084.838
 83.180,49530.711,480.434,-9.893,2082.802
 83.190,49535.514,480.335,-9.893,2080.768
 83.200,49540.317,480.236,-9.893,2078.736
 83.210,49545.119,480.137,-9.893,2076.707
 83.220,49549.920,480.038,-9.893,2074.679
 83.230,49554.720,479.940,-9.893,2072.653
 83.240,49559.519,479.841,-9.893,2070.629
 83.250,49564.317,479.742,-9.893,2068.608
 83.260,49569.114,479.643,-9.893,2066.588
 83.270,49573.910,479.544,-9.893,2064.570
 83.280,49578.704,479.445,-9.893,2062.555
 83.290,49583.498,479.346,-9.892,2060.541
 83.300,49588.291,479.247,-9.892,2058.530
 83.310,49593.083,479.148,-9.892,2056.520
 83.320,49597.874,479.049,-9.892,2054.513
 83.330,49602.664,478.950,-9.892,2052.507
 83.340,49607.453,478.851,-9.892,2050.504
 83.350,49612.241,478.752,-9.892,2048.503
 83.360,49617.028,478.653,-9.892,2046.504
 83.370,49621.814,478.555,-9.892,2044.506
 83.380,49626.599,478.456,-9.892,2042.511
 83.390,49631.384,478.357,-9.892,2040.518
