time,height,velocity,acceleration,aerodrag
 0.000,0.000,0.078,7.763,0.018
 0.010,0.002,0.155,7.768,0.074
 0.020,0.003,0.233,7.773,0.166
 0.030,0.006,0.311,7.778,0.296
 0.040,0.010,0.389,7.784,0.462
 0.050,0.014,0.466,7.789,0.666
 0.060,0.019,0.544,7.794,0.907
 0.070,0.025,0.622,7.799,1.186
 0.080,0.031,0.700,7.804,1.502
 0.090,0.039,0.778,7.809,1.855
 0.100,0.047,0.856,7.814,2.246
 0.110,0.056,0.935,7.819,2.675
 0.120,0.066,1.013,7.824,3.142
 0.130,0.076,1.091,7.829,3.646
 0.140,0.088,1.169,7.835,4.188
 0.150,0.100,1.248,7.840,4.768
 0.160,0.113,1.326,7.845,5.387
 0.170,0.126,1.405,7.850,6.043
 0.180,0.141,1.483,7.855,6.737
 0.190,0.156,1.562,7.860,7.470
 0.200,0.172,1.640,7.865,8.241
 0.210,0.189,1.719,7.870,9.051
 0.220,0.206,1.798,7.876,9.898
 0.230,0.225,1.877,7.881,10.785
 0.240,0.244,1.955,7.886,11.710
 0.250,0.264,2.034,7.891,12.674
 0.260,0.284,2.113,7.896,13.676
 0.270,0.306,2.192,7.901,14.718
 0.280,0.328,2.271,7.906,15.798
 0.290,0.351,2.350,7.912,16.918
 0.300,0.375,2.430,7.917,18.076
 0.310,0.400,2.509,7.922,19.274
 0.320,0.425,2.588,7.927,20.510
 0.330,0.452,2.667,7.932,21.786
 0.340,0.479,2.747,7.937,23.102
 0.350,0.507,2.826,7.943,24.457
 0.360,0.535,2.905,7.948,25.851
 0.370,0.565,2.985,7.953,27.285
 0.380,0.595,3.065,7.958,28.759
 0.390,0.626,3.144,7.963,30.272
 0.400,0.658,3.224,7.968,31.826
 0.410,0.691,3.304,7.974,33.419
 0.420,0.724,3.383,7.979,35.052
 0.430,0.758,3.463,7.984,36.725
 0.440,0.793,3.543,7.989,38.438
 0.450,0.829,3.623,7.994,40.192
 0.460,0.866,3.703,8.000,41.986
 0.470,0.903,3.783,8.005,43.820
 0.480,0.941,3.863,8.010,45.694
 0.490,0.980,3.943,8.015,47.609
 0.500,1.020,4.023,8.021,49.565
 0.510,1.061,4.103,8.026,51.561
 0.520,1.102,4.184,8.031,53.598
 0.530,1.145,4.264,8.036,55.676
 0.540,1.188,4.344,8.041,57.795
 0.550,1.231,4.425,8.047,59.955
 0.560,1.276,4.505,8.052,62.155
 0.570,1.322,4.586,8.057,64.397
 0.580,1.368,4.667,8.062,66.680
 0.590,1.415,4.747,8.068,69.005
 0.600,1.463,4.828,8.073,71.371
 0.610,1.511,4.909,8.078,73.778
 0.620,1.561,4.989,8.083,76.226
 0.630,1.611,5.070,8.089,78.717
 0.640,1.662,5.151,8.094,81.248
 0.650,1.714,5.232,8.099,83.822
 0.660,1.767,5.313,8.104,86.437
 0.670,1.821,5.394,8.110,89.095
 0.680,1.875,5.475,8.115,91.794
 0.690,1.930,5.557,8.120,94.535
 0.700,1.986,5.638,8.126,97.319
 0.710,2.043,5.719,8.131,100.145
 0.720,2.100,5.800,8.136,103.013
 0.730,2.159,5.882,8.141,105.923
 0.740,2.218,5.963,8.147,108.876
 0.750,2.278,6.045,8.152,111.871
 0.760,2.339,6.126,8.157,114.909
 0.770,2.401,6.208,8.163,117.990
 0.780,2.463,6.290,8.168,121.113
 0.790,2.526,6.371,8.173,124.279
 0.800,2.590,6.453,8.178,127.488
 0.810,2.655,6.535,8.184,130.740
 0.820,2.721,6.617,8.189,134.035
 0.830,2.788,6.699,8.194,137.374
 0.840,2.855,6.781,8.200,140.755
 0.850,2.923,6.863,8.205,144.180
 0.860,2.992,6.945,8.210,147.648
 0.870,3.062,7.027,8.216,151.160
 0.880,3.133,7.109,8.221,154.715
 0.890,3.204,7.191,8.226,158.314
 0.900,3.277,7.274,8.232,161.957
 0.910,3.350,7.356,8.237,165.643
 0.920,3.424,7.438,8.242,169.373
 0.930,3.499,7.521,8.248,173.147
 0.940,3.574,7.603,8.253,176.966
 0.950,3.651,7.686,8.258,180.828
 0.960,3.728,7.768,8.264,184.734
 0.970,3.806,7.851,8.269,188.685
 0.980,3.885,7.934,8.275,192.680
 0.990,3.965,8.017,8.280,196.720
 1.000,4.045,8.099,8.285,200.804
 1.010,4.127,8.182,8.291,204.933
 1.020,4.209,8.265,8.296,209.106
 1.030,4.292,8.348,8.301,213.324
 1.040,4.376,8.431,8.307,217.587
 1.050,4.461,8.514,8.312,221.895
 1.060,4.546,8.597,8.318,226.248
 1.070,4.633,8.681,8.323,230.645
 1.080,4.720,8.764,8.328,235.088
 1.090,4.808,8.847,8.334,239.577
 1.100,4.897,8.931,8.339,244.110
 1.110,4.987,9.014,8.345,248.689
 1.120,5.077,9.097,8.350,253.314
 1.130,5.169,9.181,8.355,257.984
 1.140,5.261,9.265,8.361,262.700
 1.150,5.354,9.348,8.366,267.461
 1.160,5.448,9.432,8.372,272.268
 1.170,5.542,9.516,8.377,277.122
 1.180,5.638,9.599,8.382,282.021
 1.190,5.734,9.683,8.388,286.966
 1.200,5.832,9.767,8.393,291.957
 1.210,5.930,9.851,8.399,296.995
 1.220,6.029,9.935,8.404,302.079
 1.230,6.128,10.019,8.410,307.209
 1.240,6.229,10.103,8.415,312.386
 1.250,6.331,10.188,8.421,317.609
 1.260,6.433,10.272,8.426,322.879
 1.270,6.536,10.356,8.431,328.195
 1.280,6.640,10.440,8.437,333.559
 1.290,6.745,10.525,8.442,338.969
 1.300,6.850,10.609,8.448,344.426
 1.310,6.957,10.694,8.453,349.931
 1.320,7.064,10.778,8.459,355.482
 1.330,7.173,10.863,8.464,361.081
 1.340,7.282,10.948,8.470,366.727
 1.350,7.391,11.032,8.475,372.420
 1.360,7.502,11.117,8.481,378.161
 1.370,7.614,11.202,8.486,383.950
 1.380,7.726,11.287,8.492,389.786
 1.390,7.840,11.372,8.497,395.670
 1.400,7.954,11.457,8.503,401.601
 1.410,8.069,11.542,8.508,407.581
 1.420,8.185,11.627,8.514,413.608
 1.430,8.301,11.712,8.519,419.684
 1.440,8.419,11.797,8.525,425.807
 1.450,8.537,11.883,8.530,431.979
 1.460,8.656,11.968,8.536,438.199
 1.470,8.777,12.053,8.541,444.468
 1.480,8.898,12.139,8.547,450.785
 1.490,9.019,12.224,8.552,457.151
 1.500,9.142,12.310,8.558,463.565
 1.510,9.266,12.395,8.563,470.028
 1.520,9.390,12.481,8.569,476.540
 1.530,9.515,12.567,8.574,483.101
 1.540,9.641,12.653,8.580,489.710
 1.550,9.768,12.738,8.585,496.369
 1.560,9.896,12.824,8.591,503.077
 1.570,10.025,12.910,8.597,509.835
 1.580,10.154,12.996,8.602,516.641
 1.590,10.285,13.082,8.608,523.497
 1.600,10.416,13.168,8.613,530.403
 1.610,10.548,13.254,8.619,537.358
 1.620,10.681,13.341,8.624,544.363
 1.630,10.815,13.427,8.630,551.417
 1.640,10.949,13.513,8.635,558.522
 1.650,11.085,13.600,8.641,565.676
 1.660,11.221,13.686,8.647,572.881
 1.670,11.359,13.773,8.652,580.135
 1.680,11.497,13.859,8.658,587.440
 1.690,11.636,13.946,8.663,594.795
 1.700,11.776,14.032,8.669,602.200
 1.710,11.917,14.119,8.675,609.656
 1.720,12.058,14.206,8.680,617.162
 1.730,12.201,14.293,8.686,624.719
 1.740,12.344,14.380,8.691,632.327
 1.750,12.488,14.467,8.697,639.986
 1.760,12.633,14.554,8.703,647.695
 1.770,12.779,14.641,8.708,655.456
 1.780,12.926,14.728,8.714,663.267
 1.790,13.074,14.815,8.719,671.130
 1.800,13.223,14.902,8.725,679.044
 1.810,13.372,14.989,8.731,687.009
 1.820,13.522,15.077,8.736,695.026
 1.830,13.674,15.164,8.742,703.094
 1.840,13.826,15.252,8.748,711.213
 1.850,13.979,15.339,8.753,719.385
 1.860,14.132,15.427,8.759,727.608
 1.870,14.287,15.514,8.765,735.883
 1.880,14.443,15.602,8.770,744.210
 1.890,14.599,15.690,8.776,752.589
 1.900,14.756,15.777,8.781,761.021
 1.910,14.915,15.865,8.787,769.504
 1.920,15.074,15.953,8.793,778.040
 1.930,15.234,16.041,8.798,786.628
 1.940,15.395,16.129,8.804,795.269
 1.950,15.556,16.217,8.810,803.962
 1.960,15.719,16.305,8.815,812.708
 1.970,15.882,16.394,8.821,821.506
 1.980,16.047,16.482,8.827,830.358
 1.990,16.212,16.570,8.833,839.262
 2.000,16.378,16.658,8.838,848.219
 2.010,16.545,16.747,8.844,857.230
 2.020,16.713,16.835,8.850,866.294
 2.030,16.882,16.924,8.855,875.411
 2.040,17.052,17.012,8.861,884.581
 2.050,17.222,17.101,8.867,893.805
 2.060,17.394,17.190,8.872,903.082
 2.070,17.566,17.279,8.878,912.413
 2.080,17.739,17.367,8.884,921.798
 2.090,17.913,17.456,8.890,931.237
 2.100,18.088,17.545,8.895,940.729
 2.110,18.264,17.634,8.901,950.276
 2.120,18.441,17.723,8.907,959.877
 2.130,18.619,17.812,8.913,969.531
 2.140,18.797,17.901,8.918,979.241
 2.150,18.977,17.991,8.924,989.004
 2.160,19.157,18.080,8.930,998.822
 2.170,19.338,18.169,8.936,1008.695
 2.180,19.520,18.259,8.941,1018.622
 2.190,19.703,18.348,8.947,1028.604
 2.200,19.887,18.438,8.953,1038.640
 2.210,20.072,18.527,8.959,1048.732
 2.220,20.258,18.617,8.964,1058.879
 2.230,20.445,18.706,8.970,1069.081
 2.240,20.632,18.796,8.976,1079.338
 2.250,20.821,18.886,8.982,1089.650
 2.260,21.010,18.976,8.987,1100.018
 2.270,21.200,19.066,8.993,1110.441
 2.280,21.391,19.156,8.999,1120.919
 2.290,21.583,19.246,9.005,1131.454
 2.300,21.776,19.336,9.011,1142.044
 2.310,21.970,19.426,9.016,1152.690
 2.320,22.165,19.516,9.022,1163.392
 2.330,22.360,19.606,9.028,1174.150
 2.340,22.557,19.697,9.034,1184.964
 2.350,22.754,19.787,9.040,1195.834
 2.360,22.952,19.877,9.045,1206.760
 2.370,23.152,19.968,9.051,1217.743
 2.380,23.352,20.058,9.057,1228.783
 2.390,23.553,20.149,9.063,1239.879
 2.400,23.755,20.240,9.069,1251.032
 2.410,23.958,20.330,9.075,1262.241
 2.420,24.161,20.421,9.080,1273.507
 2.430,24.366,20.512,9.086,1284.831
 2.440,24.572,20.603,9.092,1296.211
 2.450,24.778,20.694,9.098,1307.649
 2.460,24.985,20.785,9.104,1319.143
 2.470,25.194,20.876,9.110,1330.695
 2.480,25.403,20.967,9.115,1342.305
 2.490,25.613,21.058,9.121,1353.972
 2.500,25.824,21.149,9.127,1365.697
 2.510,26.036,21.241,9.133,1377.479
 2.520,26.249,21.332,9.139,1389.319
 2.530,26.463,21.424,9.145,1401.217
 2.540,26.677,21.515,9.151,1413.173
 2.550,26.893,21.607,9.157,1425.188
 2.560,27.110,21.698,9.162,1437.260
 2.570,27.327,21.790,9.168,1449.390
 2.580,27.545,21.881,9.174,1461.579
 2.590,27.765,21.973,9.180,1473.827
 2.600,27.985,22.065,9.186,1486.133
 2.610,28.206,22.157,9.192,1498.498
 2.620,28.428,22.249,9.198,1510.921
 2.630,28.651,22.341,9.204,1523.403
 2.640,28.875,22.433,9.210,1535.945
 2.650,29.100,22.525,9.216,1548.545
 2.660,29.325,22.617,9.221,1561.204
 2.670,29.552,22.710,9.227,1573.923
 2.680,29.779,22.802,9.233,1586.701
 2.690,30.008,22.894,9.239,1599.538
 2.700,30.237,22.987,9.245,1612.435
 2.710,30.468,23.079,9.251,1625.392
 2.720,30.699,23.172,9.257,1638.408
 2.730,30.931,23.264,9.263,1651.484
 2.740,31.164,23.357,9.269,1664.620
 2.750,31.398,23.450,9.275,1677.816
 2.760,31.633,23.542,9.281,1691.072
 2.770,31.869,23.635,9.287,1704.388
 2.780,32.106,23.728,9.293,1717.765
 2.790,32.344,23.821,9.299,1731.202
 2.800,32.582,23.914,9.305,1744.699
 2.810,32.822,24.007,9.311,1758.257
 2.820,33.063,24.100,9.317,1771.876
 2.830,33.304,24.194,9.323,1785.556
 2.840,33.546,24.287,9.329,1799.296
 2.850,33.790,24.380,9.335,1813.097
 2.860,34.034,24.473,9.341,1826.960
 2.870,34.279,24.567,9.347,1840.883
 2.880,34.525,24.660,9.353,1854.868
 2.890,34.772,24.754,9.359,1868.914
 2.900,35.020,24.848,9.365,1883.022
 2.910,35.269,24.941,9.371,1897.191
 2.920,35.519,25.035,9.377,1911.422
 2.930,35.770,25.129,9.383,1925.715
 2.940,36.022,25.223,9.389,1940.069
 2.950,36.274,25.317,9.395,1954.486
 2.960,36.528,25.411,9.401,1968.964
 2.970,36.783,25.505,9.407,1983.505
 2.980,37.038,25.599,9.413,1998.108
 2.990,37.295,25.693,9.419,2012.773
 3.000,37.552,25.787,9.425,2027.501
 3.010,37.810,25.881,9.431,2042.291
 3.020,38.070,25.976,9.437,2057.144
 3.030,38.330,26.070,9.443,2072.060
 3.040,38.591,26.165,9.449,2087.039
 3.050,38.853,26.259,9.455,2102.080
 3.060,39.116,26.354,9.461,2117.185
 3.070,39.380,26.448,9.467,2132.352
 3.080,39.645,26.543,9.473,2147.583
 3.090,39.911,26.638,9.479,2162.877
 3.100,40.178,26.733,9.485,2178.235
 3.110,40.446,26.827,9.492,2193.656
 3.120,40.715,26.922,9.498,2209.141
 3.130,40.984,27.017,9.504,2224.690
 3.140,41.255,27.112,9.510,2240.302
 3.150,41.527,27.208,9.516,2255.979
 3.160,41.799,27.303,9.522,2271.719
 3.170,42.073,27.398,9.528,2287.524
 3.180,42.347,27.493,9.534,2303.393
 3.190,42.622,27.589,9.540,2319.326
 3.200,42.899,27.684,9.546,2335.324
 3.210,43.176,27.780,9.553,2351.386
 3.220,43.454,27.875,9.559,2367.513
 3.230,43.734,27.971,9.565,2383.704
 3.240,44.014,28.067,9.571,2399.961
 3.250,44.295,28.162,9.577,2416.282
 3.260,44.577,28.258,9.583,2432.669
 3.270,44.860,28.354,9.589,2449.120
 3.280,45.144,28.450,9.596,2465.637
 3.290,45.429,28.546,9.602,2482.220
 3.300,45.715,28.642,9.608,2498.867
 3.310,46.002,28.738,9.614,2515.581
 3.320,46.290,28.834,9.620,2532.360
 3.330,46.579,28.930,9.626,2549.204
 3.340,46.868,29.027,9.632,2566.115
 3.350,47.159,29.123,9.639,2583.092
 3.360,47.451,29.219,9.645,2600.134
 3.370,47.744,29.316,9.651,2617.243
 3.380,48.037,29.412,9.657,2634.418
 3.390,48.332,29.509,9.663,2651.660
 3.400,48.627,29.606,9.670,2668.968
 3.410,48.924,29.702,9.676,2686.343
 3.420,49.221,29.799,9.682,2703.784
 3.430,49.520,29.896,9.688,2721.292
 3.440,49.819,29.993,9.694,2738.867
 3.450,50.120,30.090,9.701,2756.509
 3.460,50.421,30.187,9.707,2774.218
 3.470,50.724,30.284,9.713,2791.995
 3.480,51.027,30.381,9.719,2809.838
 3.490,51.331,30.479,9.725,2827.749
 3.500,51.636,30.576,9.732,2845.728
 3.510,51.943,30.673,9.738,2863.774
 3.520,52.250,30.771,9.744,2881.888
 3.530,52.558,30.868,9.750,2900.070
 3.540,52.867,30.966,9.757,2918.320
 3.550,53.177,31.063,9.763,2936.638
 3.560,53.488,31.161,9.769,2955.024
 3.570,53.801,31.259,9.775,2973.478
 3.580,54.114,31.356,9.782,2992.000
 3.590,54.428,31.454,9.788,3010.591
 3.600,54.743,31.552,9.794,3029.251
 3.610,55.059,31.650,9.800,3047.979
 3.620,55.376,31.748,9.807,3066.776
 3.630,55.694,31.846,9.813,3085.642
 3.640,56.013,31.944,9.819,3104.577
 3.650,56.333,32.043,9.826,3123.581
 3.660,56.654,32.141,9.832,3142.655
 3.670,56.975,32.239,9.838,3161.797
 3.680,57.298,32.338,9.844,3181.009
 3.690,57.622,32.436,9.851,3200.291
 3.700,57.947,32.535,9.857,3219.642
 3.710,58.273,32.633,9.863,3239.063
 3.720,58.600,32.732,9.870,3258.553
 3.730,58.928,32.831,9.876,3278.114
 3.740,59.256,32.929,9.882,3297.745
 3.750,59.586,33.028,9.889,3317.445
 3.760,59.917,33.127,9.895,3337.216
 3.770,60.249,33.226,9.901,3357.058
 3.780,60.581,33.325,9.908,3376.970
 3.790,60.915,33.424,9.914,3396.952
 3.800,61.250,33.524,9.920,3417.006
 3.810,61.586,33.623,9.927,3437.130
 3.820,61.922,33.722,9.933,3457.324
 3.830,62.260,33.821,9.939,3477.590
 3.840,62.599,33.921,9.946,3497.927
 3.850,62.938,34.020,9.952,3518.336
 3.860,63.279,34.120,9.959,3538.815
 3.870,63.621,34.219,9.965,3559.366
 3.880,63.964,34.319,9.971,3579.989
 3.890,64.307,34.419,9.978,3600.683
 3.900,64.652,34.519,9.984,3621.449
 3.910,64.998,34.619,9.990,3642.287
 3.920,65.344,34.719,9.997,3663.197
 3.930,65.692,34.819,10.003,3684.179
 3.940,66.041,34.919,10.010,3705.233
 3.950,66.390,35.019,10.016,3726.359
 3.960,66.741,35.119,10.022,3747.558
 3.970,67.093,35.219,10.029,3768.830
 3.980,67.445,35.319,10.035,3790.174
 3.990,67.799,35.420,10.042,3811.590
 4.000,68.154,35.520,10.048,3833.080
 4.010,68.510,35.621,10.055,3854.643
 4.020,68.866,35.721,10.061,3876.278
 4.030,69.224,35.822,10.067,3897.987
 4.040,69.583,35.923,10.074,3919.769
 4.050,69.942,36.024,10.080,3941.625
 4.060,70.303,36.124,10.087,3963.554
 4.070,70.665,36.225,10.093,3985.556
 4.080,71.028,36.326,10.100,4007.633
 4.090,71.391,36.427,10.106,4029.783
 4.100,71.756,36.528,10.113,4052.007
 4.110,72.122,36.630,10.119,4074.305
 4.120,72.489,36.731,10.126,4096.677
 4.130,72.857,36.832,10.132,4119.124
 4.140,73.225,36.933,10.138,4141.645
 4.150,73.595,37.035,10.145,4164.241
 4.160,73.966,37.136,10.151,4186.911
 4.170,74.338,37.238,10.158,4209.656
 4.180,74.711,37.339,10.164,4232.475
 4.190,75.085,37.441,10.171,4255.370
 4.200,75.460,37.543,10.177,4278.339
 4.210,75.836,37.645,10.184,4301.384
 4.220,76.213,37.747,10.190,4324.504
 4.230,76.591,37.848,10.197,4347.700
 4.240,76.970,37.950,10.204,4370.971
 4.250,77.350,38.053,10.210,4394.317
 4.260,77.731,38.155,10.217,4417.740
 4.270,78.113,38.257,10.223,4441.238
 4.280,78.496,38.359,10.230,4464.812
 4.290,78.880,38.461,10.236,4488.462
 4.300,79.265,38.564,10.243,4512.188
 4.310,79.651,38.666,10.249,4535.991
 4.320,80.038,38.769,10.256,4559.870
 4.330,80.427,38.871,10.262,4583.825
 4.340,80.816,38.974,10.269,4607.857
 4.350,81.206,39.077,10.276,4631.966
 4.360,81.597,39.180,10.282,4656.152
 4.370,81.990,39.282,10.289,4680.414
 4.380,82.383,39.385,10.295,4704.754
 4.390,82.777,39.488,10.302,4729.171
 4.400,83.173,39.591,10.308,4753.665
 4.410,83.569,39.695,10.315,4778.236
 4.420,83.967,39.798,10.322,4802.885
 4.430,84.365,39.901,10.328,4827.612
 4.440,84.765,40.004,10.335,4852.417
 4.450,85.165,40.108,10.341,4877.299
 4.460,85.567,40.211,10.348,4902.259
 4.470,85.969,40.315,10.355,4927.297
 4.480,86.373,40.418,10.361,4952.414
 4.490,86.778,40.522,10.368,4977.609
 4.500,87.184,40.626,10.375,5002.882
 4.510,87.590,40.729,10.381,5028.234
 4.520,87.998,40.833,10.388,5053.665
 4.530,88.407,40.937,10.394,5079.174
 4.540,88.817,41.041,10.401,5104.762
 4.550,89.228,41.145,10.408,5130.429
 4.560,89.640,41.249,10.414,5156.175
 4.570,90.053,41.353,10.421,5182.001
 4.580,90.467,41.458,10.428,5207.906
 4.590,90.882,41.562,10.434,5233.890
 4.600,91.298,41.666,10.441,5259.954
 4.610,91.715,41.771,10.448,5286.098
 4.620,92.133,41.875,10.454,5312.321
 4.630,92.553,41.980,10.461,5338.624
 4.640,92.973,42.085,10.468,5365.008
 4.650,93.394,42.189,10.474,5391.471
 4.660,93.817,42.294,10.481,5418.015
 4.670,94.240,42.399,10.488,5444.639
 4.680,94.665,42.504,10.495,5471.344
 4.690,95.090,42.609,10.501,5498.129
 4.700,95.517,42.714,10.508,5524.995
 4.710,95.945,42.819,10.515,5551.942
 4.720,96.373,42.924,10.521,5578.970
 4.730,96.803,43.029,10.528,5606.079
 4.740,97.234,43.135,10.535,5633.269
 4.750,97.666,43.240,10.542,5660.540
 4.760,98.099,43.345,10.548,5687.893
 4.770,98.533,43.451,10.555,5715.327
 4.780,98.968,43.557,10.562,5742.844
 4.790,99.404,43.662,10.569,5770.441
 4.800,99.841,43.768,10.575,5798.121
 4.810,100.279,43.874,10.582,5825.883
 4.820,100.719,43.980,10.589,5853.727
 4.830,101.159,44.086,10.596,5881.653
 4.840,101.600,44.192,10.602,5909.662
 4.850,102.043,44.298,10.609,5937.753
 4.860,102.486,44.404,10.616,5965.926
 4.870,102.931,44.510,10.623,5994.183
 4.880,103.376,44.616,10.630,6022.522
 4.890,103.823,44.722,10.636,6050.944
 4.900,104.271,44.829,10.643,6079.449
 4.910,104.720,44.935,10.650,6108.038
 4.920,105.170,45.042,10.657,6136.709
 4.930,105.620,45.148,10.664,6165.465
 4.940,106.072,45.255,10.670,6194.303
 4.950,106.526,45.362,10.677,6223.226
 4.960,106.980,45.469,10.684,6252.232
 4.970,107.435,45.576,10.691,6281.322
 4.980,107.891,45.683,10.698,6310.496
 4.990,108.349,45.790,10.705,6339.755
 5.000,108.807,45.897,10.711,6369.097
 5.010,109.267,46.004,10.718,6398.524
 5.020,109.727,46.111,10.725,6428.036
 5.030,110.189,46.218,10.732,6457.632
 5.040,110.651,46.326,10.739,6487.313
 5.050,111.115,46.433,10.746,6517.078
 5.060,111.580,46.541,10.753,6546.929
 5.070,112.046,46.648,10.759,6576.865
 5.080,112.513,46.756,10.766,6606.886
 5.090,112.981,46.863,10.773,6636.992
 5.100,113.450,46.971,10.780,6667.184
 5.110,113.921,47.079,10.787,6697.462
 5.120,114.392,47.187,10.794,6727.825
 5.130,114.864,47.295,10.801,6758.274
 5.140,115.338,47.403,10.808,6788.809
 5.150,115.812,47.511,10.815,6819.430
 5.160,116.288,47.619,10.822,6850.137
 5.170,116.765,47.727,10.828,6880.931
 5.180,117.243,47.836,10.835,6911.811
 5.190,117.722,47.944,10.842,6942.777
 5.200,118.202,48.053,10.849,6973.830
 5.210,118.683,48.161,10.856,7004.971
 5.220,119.165,48.270,10.863,7036.197
 5.230,119.648,48.378,10.870,7067.511
 5.240,120.132,48.487,10.877,7098.913
 5.250,120.618,48.596,10.884,7130.401
 5.260,121.104,48.705,10.891,7161.977
 5.270,121.592,48.814,10.898,7193.640
 5.280,122.080,48.923,10.905,7225.391
 5.290,122.570,49.032,10.912,7257.230
 5.300,123.061,49.141,10.919,7289.157
 5.310,123.553,49.250,10.926,7321.172
 5.320,124.046,49.360,10.933,7353.274
 5.330,124.540,49.469,10.940,7385.466
 5.340,125.036,49.578,10.947,7417.745
 5.350,125.532,49.688,10.954,7450.113
 5.360,126.029,49.797,10.961,7482.570
 5.370,126.528,49.907,10.968,7515.115
 5.380,127.027,50.017,10.975,7547.750
 5.390,127.528,50.127,10.982,7580.473
 5.400,128.030,50.236,10.989,7613.286
 5.410,128.533,50.346,10.996,7646.187
 5.420,129.037,50.456,11.003,7679.179
 5.430,129.542,50.566,11.010,7712.259
 5.440,130.048,50.677,11.017,7745.429
 5.450,130.556,50.787,11.024,7778.689
 5.460,131.064,50.897,11.031,7812.039
 5.470,131.573,51.007,11.038,7845.479
 5.480,132.084,51.118,11.045,7879.009
 5.490,132.596,51.228,11.052,7912.630
 5.500,133.109,51.339,11.059,7946.340
 5.510,133.623,51.449,11.066,7980.141
 5.520,134.138,51.560,11.074,8014.033
 5.530,134.654,51.671,11.081,8048.016
 5.540,135.171,51.782,11.088,8082.089
 5.550,135.689,51.893,11.095,8116.254
 5.560,136.209,52.004,11.102,8150.509
 5.570,136.730,52.115,11.109,8184.856
 5.580,137.251,52.226,11.116,8219.294
 5.590,137.774,52.337,11.123,8253.824
 5.600,138.298,52.448,11.130,8288.445
 5.610,138.823,52.560,11.137,8323.158
 5.620,139.349,52.671,11.145,8357.963
 5.630,139.876,52.783,11.152,8392.860
 5.640,140.405,52.894,11.159,8427.849
 5.650,140.934,53.006,11.166,8462.930
 5.660,141.465,53.117,11.173,8498.104
 5.670,141.997,53.229,11.180,8533.370
 5.680,142.529,53.341,11.187,8568.729
 5.690,143.063,53.453,11.195,8604.181
 5.700,143.599,53.565,11.202,8639.725
 5.710,144.135,53.677,11.209,8675.363
 5.720,144.672,53.789,11.216,8711.094
 5.730,145.211,53.901,11.223,8746.918
 5.740,145.750,54.014,11.230,8782.835
 5.750,146.291,54.126,11.238,8818.846
 5.760,146.833,54.238,11.245,8854.951
 5.770,147.376,54.351,11.252,8891.149
 5.780,147.920,54.463,11.259,8927.441
 5.790,148.465,54.576,11.266,8963.828
 5.800,149.011,54.689,11.274,9000.308
 5.810,149.559,54.801,11.281,9036.883
 5.820,150.107,54.914,11.288,9073.552
 5.830,150.657,55.027,11.295,9110.316
 5.840,151.208,55.140,11.302,9147.174
 5.850,151.760,55.253,11.310,9184.128
 5.860,152.313,55.366,11.317,9221.176
 5.870,152.867,55.480,11.324,9258.319
 5.880,153.422,55.593,11.331,9295.558
 5.890,153.979,55.706,11.339,9332.891
 5.900,154.537,55.820,11.346,9370.321
 5.910,155.095,55.933,11.353,9407.845
 5.920,155.655,56.047,11.360,9445.466
 5.930,156.216,56.160,11.368,9483.182
 5.940,156.778,56.274,11.375,9520.995
 5.950,157.342,56.388,11.382,9558.903
 5.960,157.906,56.502,11.390,9596.908
 5.970,158.472,56.616,11.397,9635.009
 5.980,159.038,56.730,11.404,9673.207
 5.990,159.606,56.844,11.411,9711.501
 6.000,160.175,56.958,11.419,9749.892
 6.010,160.745,57.072,11.426,9788.380
 6.020,161.317,57.186,11.433,9826.965
 6.030,161.889,57.301,11.441,9865.647
 6.040,162.463,57.415,11.448,9904.426
 6.050,163.038,57.530,11.455,9943.302
 6.060,163.613,57.644,11.463,9982.277
 6.070,164.190,57.759,11.470,10021.349
 6.080,164.769,57.874,11.477,10060.518
 6.090,165.348,57.989,11.485,10099.786
 6.100,165.928,58.103,11.492,10139.152
 6.110,166.510,58.218,11.499,10178.615
 6.120,167.093,58.333,11.507,10218.178
 6.130,167.677,58.449,11.514,10257.838
 6.140,168.262,58.564,11.522,10297.598
 6.150,168.848,58.679,11.529,10337.456
 6.160,169.435,58.794,11.536,10377.412
 6.170,170.024,58.910,11.544,10417.468
 6.180,170.613,59.025,11.551,10457.623
 6.190,171.204,59.141,11.559,10497.877
 6.200,171.796,59.256,11.566,10538.231
 6.210,172.389,59.372,11.573,10578.684
 6.220,172.984,59.488,11.581,10619.237
 6.230,173.579,59.604,11.588,10659.889
 6.240,174.176,59.720,11.596,10700.642
 6.250,174.774,59.836,11.603,10741.494
 6.260,175.372,59.952,11.610,10782.447
 6.270,175.973,60.068,11.618,10823.500
 6.280,176.574,60.184,11.625,10864.653
 6.290,177.176,60.300,11.633,10905.907
 6.300,177.780,60.417,11.640,10947.262
 6.310,178.385,60.533,11.648,10988.717
 6.320,178.991,60.650,11.655,11030.274
 6.330,179.598,60.766,11.663,11071.931
 6.340,180.206,60.883,11.670,11113.690
 6.350,180.815,61.000,11.678,11155.551
 6.360,181.426,61.116,11.685,11197.512
 6.370,182.038,61.233,11.693,11239.576
 6.380,182.650,61.350,11.700,11281.741
 6.390,183.265,61.467,11.707,11324.008
 6.400,183.880,61.584,11.715,11366.377
 6.410,184.496,61.702,11.723,11408.849
 6.420,185.114,61.819,11.730,11451.422
 6.430,185.733,61.936,11.738,11494.099
 6.440,186.353,62.054,11.745,11536.877
