time s,mass kg,height m,velocity m/s,mach,acceleration m/s^2,aerodrag N,numOfStages
1.000,104700.000,1.768,3.542,0.010,3.561,23.053,3
2.000,104400.000,7.097,7.123,0.021,3.599,93.144,3
3.000,104100.000,16.026,10.740,0.031,3.637,211.580,3
4.000,103800.000,28.591,14.396,0.042,3.674,379.543,3
5.000,103500.000,44.830,18.088,0.053,3.711,598.081,3
6.000,103200.000,64.779,21.818,0.064,3.748,868.101,3
7.000,102900.000,88.477,25.583,0.075,3.784,1190.359,3
8.000,102600.000,115.958,29.386,0.086,3.820,1565.459,3
9.000,102300.000,147.260,33.224,0.097,3.856,1993.842,3
10.000,102000.000,182.418,37.098,0.108,3.892,2475.786,3
11.000,101700.000,221.468,41.007,0.120,3.927,3011.402,3
12.000,101400.000,264.445,44.952,0.131,3.962,3600.630,3
13.000,101100.000,311.384,48.931,0.143,3.997,4243.242,3
14.000,100800.000,362.319,52.945,0.154,4.031,4938.842,3
15.000,100500.000,417.285,56.993,0.166,4.065,5686.873,3
16.000,100200.000,476.317,61.075,0.178,4.099,6486.618,3
17.000,99900.000,539.447,65.191,0.190,4.132,7337.215,3
18.000,99600.000,606.710,69.340,0.202,4.165,8237.666,3
19.000,99300.000,678.137,73.521,0.214,4.198,9186.852,3
20.000,99000.000,753.763,77.736,0.227,4.231,10183.556,3
21.000,98700.000,833.620,81.983,0.239,4.263,11226.486,3
22.000,98400.000,917.740,86.262,0.251,4.295,12314.303,3
23.000,98100.000,1006.156,90.574,0.264,4.327,13445.659,3
24.000,97800.000,1098.898,94.917,0.277,4.359,14619.237,3
25.000,97500.000,1195.999,99.291,0.289,4.390,15833.800,3
26.000,97200.000,1297.491,103.697,0.302,4.421,17088.246,3
27.000,96900.000,1403.404,108.134,0.315,4.453,18381.671,3
28.000,96600.000,1513.770,112.602,0.328,4.483,19713.443,3
29.000,96300.000,1628.618,117.101,0.341,4.514,21083.277,3
30.000,96000.000,1747.981,121.630,0.355,4.544,22491.326,3
31.000,95700.000,1871.889,126.190,0.368,4.575,23938.270,3
32.000,95400.000,2000.370,130.779,0.381,4.605,25425.417,3
33.000,95100.000,2133.457,135.399,0.395,4.634,26954.804,3
34.000,94800.000,2271.178,140.048,0.408,4.664,28529.296,3
35.000,94500.000,2413.563,144.727,0.422,4.693,30152.685,3
36.000,94200.000,2560.641,149.434,0.436,4.722,31829.778,3
37.000,93900.000,2712.441,154.171,0.449,4.750,33566.465,3
38.000,93600.000,2868.992,158.935,0.463,4.778,35369.773,3
39.000,93300.000,3030.320,163.727,0.477,4.805,37247.878,3
40.000,93000.000,3196.454,168.546,0.491,4.832,39210.084,3
41.000,92700.000,3367.420,173.390,0.506,4.858,41266.745,3
42.000,92400.000,3543.243,178.261,0.520,4.882,43429.130,3
43.000,92100.000,3723.949,183.155,0.534,4.906,45709.211,3
44.000,91800.000,3909.561,188.072,0.548,4.928,48119.378,3
45.000,91500.000,4100.101,193.011,0.563,4.949,50672.066,3
46.000,91200.000,4295.590,197.970,0.577,4.969,53379.302,3
47.000,90900.000,4496.048,202.948,0.592,4.987,56252.167,3
48.000,90600.000,4701.492,207.943,0.606,5.002,59300.187,3
49.000,90300.000,4911.939,212.953,0.621,5.017,62530.682,3
50.000,90000.000,5127.402,217.975,0.635,5.029,65948.068,3
51.000,89700.000,5347.893,223.009,0.650,5.039,69553.186,3
52.000,89400.000,5573.423,228.052,0.665,5.047,73342.649,3
53.000,89100.000,5803.999,233.102,0.680,5.053,77308.282,3
54.000,88800.000,6039.628,238.157,0.694,5.057,81436.680,3
55.000,88500.000,6280.314,243.216,0.709,5.060,85708.915,3
56.000,88200.000,6526.060,248.277,0.724,5.062,90100.430,3
57.000,87900.000,6776.868,253.339,0.739,5.062,94581.136,3
58.000,87600.000,7032.737,258.401,0.753,5.062,99115.712,3
59.000,87300.000,7293.669,263.462,0.768,5.062,103664.111,3
60.000,87000.000,7559.662,268.524,0.783,5.062,108182.234,3
61.000,86700.000,7830.717,273.586,0.798,5.063,112622.754,3
62.000,86400.000,8106.835,278.650,0.812,5.065,116936.038,3
63.000,86100.000,8388.018,283.717,0.827,5.070,121071.136,3
64.000,85800.000,8674.271,288.790,0.842,5.077,124976.773,3
65.000,85500.000,8965.601,293.872,0.857,5.088,128602.324,3
66.000,85200.000,9262.020,298.967,0.872,5.102,131898.725,3
67.000,84900.000,9563.541,304.078,0.887,5.121,134819.313,3
68.000,84600.000,9870.184,309.211,0.901,5.146,137320.576,3
69.000,84300.000,10181.973,314.372,0.917,5.175,139362.808,3
70.000,84000.000,10498.938,319.564,0.932,5.211,140910.699,3
71.000,83700.000,10821.115,324.797,0.947,5.254,141933.854,3
72.000,83400.000,11148.546,330.075,0.962,5.303,142407.276,3
73.000,83100.000,11481.282,335.406,0.978,5.360,142311.834,3
74.000,82800.000,11819.377,340.797,0.994,5.424,141634.729,3
75.000,82500.000,12162.898,346.256,1.009,5.496,140369.981,3
76.000,82200.000,12511.914,351.791,1.026,5.575,138518.935,3
77.000,81900.000,12866.507,357.408,1.042,5.662,136090.780,3
78.000,81600.000,13226.761,363.117,1.059,5.756,133103.068,3
79.000,81300.000,13592.773,368.923,1.076,5.858,129582.175,3
80.000,81000.000,13964.643,374.835,1.093,5.967,125563.661,3
81.000,80700.000,14342.480,380.859,1.110,6.082,121092.455,3
82.000,80400.000,14726.400,387.000,1.128,6.203,116222.762,3
83.000,80100.000,15116.522,393.266,1.147,6.329,111017.618,3
84.000,79800.000,15512.974,399.659,1.165,6.459,105547.988,3
85.000,79500.000,15915.884,406.184,1.184,6.592,99891.358,3
86.000,79200.000,16325.388,412.845,1.204,6.728,94129.769,3
87.000,78900.000,16741.619,419.641,1.223,6.866,88347.352,3
88.000,78600.000,17164.716,426.576,1.244,7.003,82627.417,3
89.000,78300.000,17594.817,433.647,1.264,7.140,77049.305,3
90.000,78000.000,18032.057,440.855,1.285,7.275,71685.195,3
91.000,77700.000,18476.571,448.197,1.307,7.408,66597.161,3
92.000,77400.000,18928.493,455.669,1.328,7.537,61834.747,3
93.000,77100.000,19387.952,463.269,1.351,7.663,57433.299,3
94.000,76800.000,19855.073,470.993,1.373,7.785,53413.228,3
95.000,76500.000,20329.979,478.837,1.396,7.902,49780.270,3
96.000,76200.000,20812.786,486.796,1.419,8.016,46526.678,3
97.000,75900.000,21303.609,494.868,1.443,8.126,43633.207,3
98.000,75600.000,21802.557,503.047,1.467,8.232,41071.631,3
99.000,75300.000,22309.737,511.331,1.491,8.335,38807.545,3
100.000,75050.000,22825.252,516.605,1.506,8.425,36680.353,3
101.000,70000.000,23342.966,515.717,1.504,9.769,34483.797,2
102.000,69700.000,23863.586,525.541,1.532,9.878,32825.809,2
103.000,69400.000,24394.084,535.473,1.561,9.985,31381.683,2
104.000,69100.000,24934.568,545.511,1.590,10.091,30104.846,2
105.000,68800.000,25485.142,555.655,1.620,10.196,28954.018,2
106.000,68500.000,26045.913,565.903,1.650,10.300,27894.513,2
107.000,68200.000,26616.984,576.256,1.680,10.405,26898.621,2
108.000,67900.000,27198.460,586.713,1.711,10.510,25945.297,2
109.000,67600.000,27790.445,597.276,1.741,10.615,25019.396,2
110.000,67300.000,28393.046,607.943,1.772,10.721,24110.687,2
111.000,67000.000,29006.368,618.718,1.804,10.828,23212.814,2
112.000,66700.000,29630.517,629.599,1.836,10.935,22322.318,2
113.000,66400.000,30265.602,640.589,1.868,11.044,21437.809,2
114.000,66100.000,30911.732,651.688,1.900,11.154,20559.292,2
115.000,65800.000,31569.014,662.896,1.933,11.264,19687.657,2
116.000,65500.000,32237.561,674.216,1.966,11.375,18824.317,2
117.000,65200.000,32917.483,685.647,1.999,11.487,17970.953,2
118.000,64900.000,33608.893,697.191,2.033,11.600,17129.349,2
119.000,64600.000,34311.903,708.848,2.067,11.714,16301.286,2
120.000,64300.000,35026.627,720.620,2.101,11.829,15488.477,2
121.000,64000.000,35753.180,732.506,2.136,11.945,14692.532,2
122.000,63700.000,36491.678,744.509,2.171,12.061,13914.935,2
123.000,63400.000,37242.237,756.629,2.206,12.178,13157.032,2
124.000,63100.000,38004.975,768.866,2.242,12.296,12420.025,2
125.000,62800.000,38780.008,781.221,2.278,12.415,11704.971,2
126.000,62500.000,39567.457,793.696,2.314,12.535,11012.782,2
127.000,62200.000,40367.440,806.291,2.351,12.655,10344.226,2
128.000,61900.000,41180.079,819.006,2.388,12.776,9699.926,2
129.000,61600.000,42005.493,831.843,2.425,12.898,9080.372,2
130.000,61300.000,42843.805,844.802,2.463,13.021,8485.917,2
131.000,61000.000,43695.138,857.885,2.501,13.144,7916.785,2
132.000,60700.000,44559.615,871.091,2.540,13.269,7373.080,2
133.000,60400.000,45437.361,884.422,2.578,13.394,6854.788,2
134.000,60100.000,46328.501,897.879,2.618,13.520,6361.783,2
135.000,59800.000,47233.161,911.462,2.657,13.647,5893.839,2
136.000,59500.000,48151.467,925.172,2.697,13.774,5450.635,2
137.000,59200.000,49083.548,939.011,2.738,13.903,5031.761,2
138.000,58900.000,50029.532,952.979,2.778,14.033,4636.726,2
139.000,58600.000,50989.549,967.077,2.819,14.163,4264.972,2
140.000,58300.000,51963.729,981.305,2.861,14.295,3915.873,2
141.000,58000.000,52952.204,995.666,2.903,14.427,3588.749,2
142.000,57700.000,53955.106,1010.160,2.945,14.561,3282.874,2
143.000,57400.000,54972.569,1024.788,2.988,14.695,2997.478,2
144.000,57100.000,56004.727,1039.551,3.031,14.831,2731.762,2
145.000,56800.000,57051.715,1054.450,3.074,14.968,2484.901,2
146.000,56500.000,58113.672,1069.486,3.118,15.105,2256.049,2
147.000,56200.000,59190.734,1084.661,3.162,15.244,2044.351,2
148.000,55900.000,60283.040,1099.975,3.207,15.385,1848.943,2
149.000,55600.000,61390.731,1115.431,3.252,15.526,1668.965,2
150.000,55300.000,62513.949,1131.028,3.297,15.669,1503.556,2
151.000,55000.000,63652.835,1146.769,3.343,15.813,1351.871,2
152.000,54700.000,64807.535,1162.655,3.390,15.959,1213.074,2
153.000,54400.000,65978.193,1178.687,3.436,16.105,1086.349,2
154.000,54100.000,67164.957,1194.866,3.484,16.254,970.901,2
155.000,53800.000,68367.975,1211.194,3.531,16.403,865.961,2
156.000,53500.000,69587.396,1227.673,3.579,16.555,770.782,2
157.000,53200.000,70823.373,1244.304,3.628,16.707,684.650,2
158.000,52900.000,72076.056,1261.089,3.677,16.862,606.880,2
159.000,52600.000,73345.602,1278.028,3.726,17.018,536.818,2
160.000,52300.000,74632.165,1295.125,3.776,17.175,473.843,2
161.000,52000.000,75935.904,1312.380,3.826,17.335,417.367,2
162.000,51700.000,77256.978,1329.795,3.877,17.496,366.834,2
163.000,51400.000,78595.549,1347.372,3.928,17.659,321.724,2
164.000,51100.000,79951.777,1365.113,3.980,17.823,281.547,2
165.000,50800.000,81325.830,1383.020,4.032,17.990,245.847,2
166.000,50500.000,82717.873,1401.094,4.085,18.158,214.200,2
167.000,50200.000,84128.074,1419.337,4.138,18.329,186.210,2
168.000,49900.000,85556.604,1437.752,4.192,18.501,161.515,2
169.000,49600.000,87003.635,1456.340,4.246,18.676,139.777,2
170.000,49300.000,88469.342,1475.104,4.301,18.852,120.689,2
171.000,49000.000,89953.902,1494.045,4.356,19.031,103.968,2
172.000,48700.000,91457.492,1513.165,4.412,19.211,89.355,2
173.000,48400.000,92980.293,1532.468,4.468,19.394,76.617,2
174.000,48100.000,94522.489,1551.955,4.525,19.579,65.540,2
175.000,47800.000,96084.265,1571.628,4.582,19.767,55.930,2
176.000,47500.000,97665.807,1591.489,4.640,19.957,47.616,2
177.000,47200.000,99267.307,1611.542,4.698,20.149,40.439,2
178.000,46900.000,100888.955,1631.788,4.757,20.343,34.260,2
179.000,46600.000,102530.948,1652.230,4.817,20.541,28.954,2
180.000,46300.000,104193.481,1672.870,4.877,20.740,24.409,2
181.000,46000.000,105876.754,1693.711,4.938,20.942,20.526,2
182.000,45700.000,107580.970,1714.756,4.999,21.147,17.217,2
183.000,45400.000,109306.334,1736.006,5.061,21.355,14.404,2
184.000,45100.000,111053.052,1757.466,5.124,21.565,12.020,2
185.000,44800.000,112821.337,1779.138,5.187,21.778,10.005,2
186.000,44500.000,114611.399,1801.023,5.251,21.994,8.306,2
187.000,44200.000,116423.456,1823.127,5.315,22.213,6.877,2
188.000,43900.000,118257.726,1845.450,5.380,22.435,5.679,2
189.000,43600.000,120114.431,1867.997,5.446,22.660,4.676,2
190.000,43300.000,121993.796,1890.771,5.512,22.888,3.841,2
191.000,43000.000,123896.049,1913.774,5.580,23.119,3.146,2
192.000,42700.000,125821.421,1937.009,5.647,23.353,2.569,2
193.000,42400.000,127770.147,1960.481,5.716,23.591,2.093,2
194.000,42100.000,129742.463,1984.192,5.785,23.832,1.700,2
195.000,41800.000,131738.612,2008.146,5.855,24.076,1.377,2
196.000,41500.000,133758.837,2032.346,5.925,24.324,1.112,2
197.000,41200.000,135803.387,2056.795,5.996,24.576,0.895,2
198.000,40900.000,137872.513,2081.499,6.069,24.831,0.719,2
199.000,40600.000,139966.470,2106.459,6.141,25.090,0.575,2
200.000,40300.000,142085.517,2131.680,6.215,25.353,0.459,2
201.000,40050.000,144229.917,2151.332,6.272,25.576,0.363,2
202.000,35000.000,146388.213,2159.433,6.296,30.626,0.284,1
203.000,34700.000,148563.017,2190.234,6.386,30.978,0.226,1
204.000,34400.000,150768.800,2221.391,6.476,31.336,0.180,1
205.000,34100.000,153005.919,2252.908,6.568,31.700,0.142,1
206.000,33800.000,155274.739,2284.794,6.661,32.071,0.112,1
207.000,33500.000,157575.631,2317.053,6.755,32.449,0.088,1
208.000,33200.000,159908.973,2349.694,6.850,32.833,0.069,1
209.000,32900.000,162275.148,2382.722,6.947,33.224,0.053,1
210.000,32600.000,164674.548,2416.145,7.044,33.623,0.041,1
211.000,32300.000,167107.572,2449.970,7.143,34.029,0.032,1
212.000,32000.000,169574.625,2484.205,7.243,34.442,0.025,1
213.000,31700.000,172076.121,2518.857,7.344,34.863,0.019,1
214.000,31400.000,174612.481,2553.934,7.446,35.292,0.014,1
215.000,31100.000,177184.134,2589.445,7.549,35.730,0.011,1
216.000,30800.000,179791.518,2625.397,7.654,36.176,0.008,1
217.000,30500.000,182435.077,2661.799,7.760,36.630,0.006,1
218.000,30200.000,185115.268,2698.660,7.868,37.094,0.005,1
219.000,29900.000,187832.554,2735.989,7.977,37.567,0.003,1
220.000,29600.000,190587.406,2773.796,8.087,38.049,0.003,1
221.000,29300.000,193380.309,2812.090,8.199,38.541,0.002,1
222.000,29000.000,196211.753,2850.882,8.312,39.043,0.001,1
223.000,28700.000,199082.241,2890.181,8.426,39.556,0.001,1
224.000,28400.000,201992.287,2929.997,8.542,40.079,0.001,1
225.000,28100.000,204942.412,2970.343,8.660,40.614,0.001,1
226.000,27800.000,207933.153,3011.229,8.779,41.160,0.000,1
227.000,27500.000,210965.055,3052.667,8.900,41.718,0.000,1
228.000,27200.000,214038.675,3094.669,9.022,42.288,0.000,1
229.000,26900.000,217154.585,3137.247,9.146,42.871,0.000,1
230.000,26600.000,220313.366,3180.415,9.272,43.466,0.000,1
231.000,26300.000,223515.615,3224.185,9.400,44.076,0.000,1
232.000,26000.000,226761.941,3268.571,9.529,44.699,0.000,1
233.000,25700.000,230052.967,3313.587,9.661,45.337,0.000,1
234.000,25400.000,233389.330,3359.249,9.794,45.989,0.000,1
235.000,25100.000,236771.684,3405.571,9.929,46.657,0.000,1
236.000,24800.000,240200.697,3452.569,10.066,47.342,0.000,1
237.000,24500.000,243677.053,3500.259,10.205,48.042,0.000,1
238.000,24200.000,247201.452,3548.659,10.346,48.760,0.000,1
239.000,23900.000,250774.613,3597.786,10.489,49.496,0.000,1
240.000,23600.000,254397.273,3647.658,10.635,50.251,0.000,1
241.000,23300.000,258070.184,3698.294,10.782,51.025,0.000,1
242.000,23000.000,261794.123,3749.714,10.932,51.819,0.000,1
243.000,22700.000,265569.881,3801.939,11.084,52.633,0.000,1
244.000,22400.000,269398.275,3854.988,11.239,53.470,0.000,1
245.000,22100.000,273280.141,3908.886,11.396,54.329,0.000,1
246.000,21800.000,277216.337,3963.654,11.556,55.211,0.000,1
247.000,21500.000,281207.747,4019.316,11.718,56.118,0.000,1
248.000,21200.000,285255.276,4075.899,11.883,57.051,0.000,1
249.000,20900.000,289359.859,4133.426,12.051,58.010,0.000,1
250.000,20600.000,293522.453,4191.927,12.221,58.996,0.000,1
251.000,20300.000,297744.046,4251.429,12.395,60.012,0.000,1
252.000,20000.000,302025.654,4311.961,12.571,61.058,0.000,1
253.000,19700.000,306368.322,4373.555,12.751,62.136,0.000,1
254.000,19400.000,310773.129,4436.243,12.934,63.246,0.000,1
255.000,19100.000,315241.184,4500.059,13.120,64.392,0.000,1
256.000,18800.000,319773.634,4565.038,13.309,65.573,0.000,1
257.000,18500.000,324371.661,4631.218,13.502,66.793,0.000,1
258.000,18200.000,329036.485,4698.638,13.699,68.053,0.000,1
259.000,17900.000,333769.364,4767.338,13.899,69.355,0.000,1
260.000,17600.000,338571.602,4837.362,14.103,70.701,0.000,1
261.000,17300.000,343444.545,4908.755,14.311,72.093,0.000,1
262.000,17000.000,348389.584,4981.564,14.524,73.534,0.000,1
263.000,16700.000,353408.162,5055.840,14.740,75.026,0.000,1
264.000,16400.000,358501.770,5131.635,14.961,76.573,0.000,1
265.000,16100.000,363671.956,5209.005,15.187,78.177,0.000,1
266.000,15800.000,368920.325,5288.010,15.417,79.842,0.000,1
267.000,15500.000,374248.542,5368.711,15.652,81.571,0.000,1
268.000,15200.000,379658.334,5451.174,15.893,83.368,0.000,1
269.000,14900.000,385151.501,5535.470,16.138,85.236,0.000,1
270.000,14600.000,390729.910,5621.673,16.390,87.181,0.000,1
271.000,14300.000,396395.508,5709.860,16.647,89.208,0.000,1
272.000,14000.000,402150.320,5800.117,16.910,91.320,0.000,1
273.000,13700.000,407996.460,5892.531,17.179,93.525,0.000,1
274.000,13400.000,413936.134,5987.200,17.455,95.828,0.000,1
275.000,13100.000,419971.644,6084.223,17.738,98.236,0.000,1
276.000,12800.000,426105.400,6183.709,18.028,100.756,0.000,1
277.000,12500.000,432339.922,6285.776,18.326,103.397,0.000,1
278.000,12200.000,438677.853,6390.547,18.631,106.167,0.000,1
279.000,11900.000,445121.962,6498.157,18.945,109.076,0.000,1
280.000,11600.000,451675.160,6608.750,19.267,112.136,0.000,1
281.000,11300.000,458340.507,6722.482,19.599,115.356,0.000,1
282.000,11000.000,465121.225,6839.521,19.940,118.752,0.000,1
283.000,10700.000,472020.711,6960.049,20.292,122.338,0.000,1
284.000,10400.000,479042.552,7084.265,20.654,126.129,0.000,1
285.000,10100.000,486190.542,7212.383,21.027,130.146,0.000,1
286.000,9800.000,493468.697,7344.638,21.413,134.407,0.000,1
287.000,9500.000,500881.282,7481.286,21.811,138.936,0.000,1
288.000,9200.000,508432.827,7622.609,22.223,143.760,0.000,1
289.000,8900.000,516128.160,7768.915,22.650,148.909,0.000,1
290.000,8600.000,523972.431,7920.545,23.092,154.415,0.000,1
291.000,8300.000,531971.150,8077.877,23.551,160.318,0.000,1
292.000,8000.000,540130.225,8241.329,24.027,166.663,0.000,1
293.000,7700.000,548456.004,8411.368,24.523,173.502,0.000,1
294.000,7400.000,556955.331,8588.517,25.039,180.893,0.000,1
295.000,7100.000,565635.603,8773.362,25.578,188.908,0.000,1
296.000,6800.000,574504.841,8966.568,26.142,197.628,0.000,1
297.000,6500.000,583571.774,9168.886,26.731,207.152,0.000,1
298.000,6200.000,592845.936,9381.178,27.350,217.596,0.000,1
299.000,5900.000,602337.781,9604.431,28.001,229.100,0.000,1
300.000,5600.000,612058.829,9839.787,28.687,241.834,0.000,1
301.000,5300.000,622021.830,10088.578,29.413,256.009,0.000,1
302.000,5050.000,632240.982,10305.703,30.046,269.109,0.000,1
303.000,5000.000,642635.038,10436.210,30.426,-8.095,0.000,1
304.000,5000.000,653067.205,10428.127,30.403,-8.071,0.000,1
305.000,5000.000,663491.301,10420.069,30.379,-8.047,0.000,1
306.000,5000.000,673907.350,10412.034,30.356,-8.023,0.000,1
307.000,5000.000,684315.376,10404.023,30.332,-7.999,0.000,1
308.000,5000.000,694715.403,10396.035,30.309,-7.976,0.000,1
309.000,5000.000,705107.455,10388.071,30.286,-7.952,0.000,1
310.000,5000.000,715491.554,10380.130,30.263,-7.929,0.000,1
311.000,5000.000,725867.723,10372.213,30.240,-7.906,0.000,1
312.000,5000.000,736235.987,10364.319,30.217,-7.883,0.000,1
313.000,5000.000,746596.369,10356.447,30.194,-7.860,0.000,1
314.000,5000.000,756948.890,10348.599,30.171,-7.837,0.000,1
315.000,5000.000,767293.574,10340.773,30.148,-7.814,0.000,1
316.000,5000.000,777630.443,10332.970,30.125,-7.792,0.000,1
317.000,5000.000,787959.521,10325.189,30.103,-7.769,0.000,1
318.000,5000.000,798280.830,10317.431,30.080,-7.747,0.000,1
319.000,5000.000,808594.391,10309.695,30.057,-7.725,0.000,1
320.000,5000.000,818900.228,10301.982,30.035,-7.703,0.000,1
321.000,5000.000,829198.362,10294.290,30.013,-7.681,0.000,1
322.000,5000.000,839488.815,10286.620,29.990,-7.659,0.000,1
323.000,5000.000,849771.610,10278.973,29.968,-7.637,0.000,1
324.000,5000.000,860046.768,10271.347,29.946,-7.615,0.000,1
325.000,5000.000,870314.311,10263.742,29.923,-7.594,0.000,1
326.000,5000.000,880574.260,10256.159,29.901,-7.572,0.000,1
327.000,5000.000,890826.637,10248.598,29.879,-7.551,0.000,1
328.000,5000.000,901071.463,10241.058,29.857,-7.530,0.000,1
329.000,5000.000,911308.759,10233.539,29.835,-7.508,0.000,1
330.000,5000.000,921538.547,10226.041,29.814,-7.487,0.000,1
331.000,5000.000,931760.848,10218.564,29.792,-7.466,0.000,1
332.000,5000.000,941975.682,10211.108,29.770,-7.446,0.000,1
333.000,5000.000,952183.071,10203.673,29.748,-7.425,0.000,1
334.000,5000.000,962383.035,10196.259,29.727,-7.404,0.000,1
335.000,5000.000,972575.595,10188.865,29.705,-7.384,0.000,1
336.000,5000.000,982760.771,10181.491,29.684,-7.363,0.000,1
337.000,5000.000,992938.585,10174.138,29.662,-7.343,0.000,1
338.000,5000.000,1003109.055,10166.806,29.641,-7.323,0.000,1
339.000,5000.000,1013272.202,10159.493,29.620,-7.302,0.000,1
340.000,5000.000,1023428.048,10152.201,29.598,-7.282,0.000,1
341.000,5000.000,1033576.610,10144.928,29.577,-7.262,0.000,1
342.000,5000.000,1043717.911,10137.676,29.556,-7.243,0.000,1
343.000,5000.000,1053851.968,10130.443,29.535,-7.223,0.000,1
344.000,5000.000,1063978.803,10123.230,29.514,-7.203,0.000,1
345.000,5000.000,1074098.435,10116.037,29.493,-7.184,0.000,1
346.000,5000.000,1084210.883,10108.863,29.472,-7.164,0.000,1
347.000,5000.000,1094316.166,10101.708,29.451,-7.145,0.000,1
348.000,5000.000,1104414.305,10094.573,29.430,-7.125,0.000,1
349.000,5000.000,1114505.319,10087.457,29.409,-7.106,0.000,1
350.000,5000.000,1124589.226,10080.361,29.389,-7.087,0.000,1
351.000,5000.000,1134666.046,10073.283,29.368,-7.068,0.000,1
352.000,5000.000,1144735.798,10066.224,29.348,-7.049,0.000,1
353.000,5000.000,1154798.501,10059.184,29.327,-7.030,0.000,1
354.000,5000.000,1164854.174,10052.163,29.307,-7.012,0.000,1
355.000,5000.000,1174902.834,10045.161,29.286,-6.993,0.000,1
356.000,5000.000,1184944.502,10038.177,29.266,-6.974,0.000,1
357.000,5000.000,1194979.195,10031.212,29.246,-6.956,0.000,1
358.000,5000.000,1205006.933,10024.266,29.225,-6.938,0.000,1
359.000,5000.000,1215027.733,10017.337,29.205,-6.919,0.000,1
360.000,5000.000,1225041.613,10010.427,29.185,-6.901,0.000,1
361.000,5000.000,1235048.593,10003.535,29.165,-6.883,0.000,1
362.000,5000.000,1245048.690,9996.662,29.145,-6.865,0.000,1
363.000,5000.000,1255041.922,9989.806,29.125,-6.847,0.000,1
364.000,5000.000,1265028.307,9982.968,29.105,-6.829,0.000,1
365.000,5000.000,1275007.864,9976.148,29.085,-6.811,0.000,1
366.000,5000.000,1284980.609,9969.346,29.065,-6.793,0.000,1
367.000,5000.000,1294946.561,9962.561,29.045,-6.776,0.000,1
368.000,5000.000,1304905.738,9955.794,29.026,-6.758,0.000,1
369.000,5000.000,1314858.156,9949.045,29.006,-6.741,0.000,1
370.000,5000.000,1324803.834,9942.313,28.986,-6.723,0.000,1
371.000,5000.000,1334742.788,9935.599,28.967,-6.706,0.000,1
372.000,5000.000,1344675.037,9928.901,28.947,-6.689,0.000,1
373.000,5000.000,1354600.597,9922.221,28.928,-6.671,0.000,1
374.000,5000.000,1364519.485,9915.558,28.908,-6.654,0.000,1
375.000,5000.000,1374431.719,9908.913,28.889,-6.637,0.000,1
376.000,5000.000,1384337.316,9902.284,28.870,-6.620,0.000,1
377.000,5000.000,1394236.293,9895.672,28.850,-6.604,0.000,1
378.000,5000.000,1404128.665,9889.077,28.831,-6.587,0.000,1
379.000,5000.000,1414014.452,9882.498,28.812,-6.570,0.000,1
380.000,5000.000,1423893.668,9875.937,28.793,-6.553,0.000,1
381.000,5000.000,1433766.331,9869.392,28.774,-6.537,0.000,1
382.000,5000.000,1443632.457,9862.863,28.755,-6.520,0.000,1
383.000,5000.000,1453492.062,9856.351,28.736,-6.504,0.000,1
384.000,5000.000,1463345.164,9849.855,28.717,-6.488,0.000,1
385.000,5000.000,1473191.779,9843.376,28.698,-6.471,0.000,1
386.000,5000.000,1483031.922,9836.913,28.679,-6.455,0.000,1
387.000,5000.000,1492865.610,9830.466,28.660,-6.439,0.000,1
388.000,5000.000,1502692.859,9824.035,28.642,-6.423,0.000,1
389.000,5000.000,1512513.685,9817.620,28.623,-6.407,0.000,1
390.000,5000.000,1522328.104,9811.221,28.604,-6.391,0.000,1
391.000,5000.000,1532136.133,9804.838,28.586,-6.375,0.000,1
392.000,5000.000,1541937.786,9798.471,28.567,-6.359,0.000,1
393.000,5000.000,1551733.080,9792.120,28.548,-6.344,0.000,1
394.000,5000.000,1561522.031,9785.784,28.530,-6.328,0.000,1
395.000,5000.000,1571304.654,9779.464,28.512,-6.312,0.000,1
396.000,5000.000,1581080.964,9773.159,28.493,-6.297,0.000,1
397.000,5000.000,1590850.977,9766.870,28.475,-6.281,0.000,1
398.000,5000.000,1600614.709,9760.596,28.457,-6.266,0.000,1
399.000,5000.000,1610372.175,9754.338,28.438,-6.251,0.000,1
400.000,5000.000,1620123.390,9748.095,28.420,-6.235,0.000,1
401.000,5000.000,1629868.370,9741.867,28.402,-6.220,0.000,1
402.000,5000.000,1639607.130,9735.654,28.384,-6.205,0.000,1
403.000,5000.000,1649339.684,9729.457,28.366,-6.190,0.000,1
404.000,5000.000,1659066.048,9723.274,28.348,-6.175,0.000,1
405.000,5000.000,1668786.237,9717.106,28.330,-6.160,0.000,1
406.000,5000.000,1678500.266,9710.954,28.312,-6.145,0.000,1
407.000,5000.000,1688208.150,9704.816,28.294,-6.131,0.000,1
408.000,5000.000,1697909.903,9698.693,28.276,-6.116,0.000,1
409.000,5000.000,1707605.540,9692.584,28.258,-6.101,0.000,1
410.000,5000.000,1717295.076,9686.490,28.240,-6.087,0.000,1
411.000,5000.000,1726978.525,9680.411,28.223,-6.072,0.000,1
412.000,5000.000,1736655.903,9674.346,28.205,-6.058,0.000,1
413.000,5000.000,1746327.223,9668.296,28.187,-6.043,0.000,1
414.000,5000.000,1755992.499,9662.260,28.170,-6.029,0.000,1
415.000,5000.000,1765651.748,9656.239,28.152,-6.014,0.000,1
416.000,5000.000,1775304.981,9650.231,28.135,-6.000,0.000,1
417.000,5000.000,1784952.215,9644.238,28.117,-5.986,0.000,1
