time s,mass kg,height m,velocity m/s,mach,acceleration m/s^2,aerodrag N,numOfStages
2240.000,5000.000,14736444.907,5753.083,16.773,-0.894,0.000,1
2241.000,5000.000,14742197.544,5752.190,16.770,-0.893,0.000,1
2242.000,5000.000,14747949.287,5751.297,16.768,-0.893,0.000,1
2243.000,5000.000,14753700.138,5750.404,16.765,-0.892,0.000,1
2244.000,5000.000,14759450.096,5749.512,16.762,-0.892,0.000,1
2245.000,5000.000,14765199.162,5748.621,16.760,-0.891,0.000,1
2246.000,5000.000,14770947.337,5747.730,16.757,-0.891,0.000,1
2247.000,5000.000,14776694.621,5746.839,16.755,-0.890,0.000,1
2248.000,5000.000,14782441.015,5745.949,16.752,-0.890,0.000,1
2249.000,5000.000,14788186.519,5745.059,16.749,-0.889,0.000,1
2250.000,5000.000,14793931.134,5744.170,16.747,-0.889,0.000,1
2251.000,5000.000,14799674.860,5743.281,16.744,-0.888,0.000,1
2252.000,5000.000,14805417.697,5742.393,16.742,-0.888,0.000,1
2253.000,5000.000,14811159.647,5741.506,16.739,-0.887,0.000,1
2254.000,5000.000,14816900.708,5740.618,16.736,-0.887,0.000,1
2255.000,5000.000,14822640.883,5739.732,16.734,-0.886,0.000,1
2256.000,5000.000,14828380.172,5738.845,16.731,-0.886,0.000,1
2257.000,5000.000,14834118.575,5737.960,16.729,-0.886,0.000,1
2258.000,5000.000,14839856.091,5737.074,16.726,-0.885,0.000,1
2259.000,5000.000,14845592.723,5736.190,16.724,-0.885,0.000,1
2260.000,5000.000,14851328.471,5735.305,16.721,-0.884,0.000,1
2261.000,5000.000,14857063.334,5734.421,16.718,-0.884,0.000,1
2262.000,5000.000,14862797.314,5733.538,16.716,-0.883,0.000,1
2263.000,5000.000,14868530.410,5732.655,16.713,-0.883,0.000,1
2264.000,5000.000,14874262.624,5731.773,16.711,-0.882,0.000,1
2265.000,5000.000,14879993.956,5730.891,16.708,-0.882,0.000,1
2266.000,5000.000,14885724.406,5730.009,16.706,-0.881,0.000,1
2267.000,5000.000,14891453.974,5729.128,16.703,-0.881,0.000,1
2268.000,5000.000,14897182.662,5728.248,16.700,-0.880,0.000,1
2269.000,5000.000,14902910.470,5727.368,16.698,-0.880,0.000,1
2270.000,5000.000,14908637.398,5726.488,16.695,-0.879,0.000,1
2271.000,5000.000,14914363.446,5725.609,16.693,-0.879,0.000,1
2272.000,5000.000,14920088.616,5724.730,16.690,-0.878,0.000,1
2273.000,5000.000,14925812.907,5723.852,16.688,-0.878,0.000,1
2274.000,5000.000,14931536.321,5722.975,16.685,-0.877,0.000,1
2275.000,5000.000,14937258.856,5722.097,16.682,-0.877,0.000,1
2276.000,5000.000,14942980.515,5721.221,16.680,-0.877,0.000,1
2277.000,5000.000,14948701.298,5720.344,16.677,-0.876,0.000,1
2278.000,5000.000,14954421.204,5719.469,16.675,-0.876,0.000,1
2279.000,5000.000,14960140.235,5718.593,16.672,-0.875,0.000,1
2280.000,5000.000,14965858.391,5717.718,16.670,-0.875,0.000,1
2281.000,5000.000,14971575.672,5716.844,16.667,-0.874,0.000,1
2282.000,5000.000,14977292.079,5715.970,16.665,-0.874,0.000,1
2283.000,5000.000,14983007.612,5715.097,16.662,-0.873,0.000,1
2284.000,5000.000,14988722.272,5714.224,16.660,-0.873,0.000,1
2285.000,5000.000,14994436.059,5713.351,16.657,-0.872,0.000,1
2286.000,5000.000,15000148.974,5712.479,16.654,-0.872,0.000,1
2287.000,5000.000,15005861.017,5711.607,16.652,-0.871,0.000,1
2288.000,5000.000,15011572.189,5710.736,16.649,-0.871,0.000,1
2289.000,5000.000,15017282.490,5709.866,16.647,-0.870,0.000,1
2290.000,5000.000,15022991.920,5708.995,16.644,-0.870,0.000,1
2291.000,5000.000,15028700.481,5708.126,16.642,-0.869,0.000,1
2292.000,5000.000,15034408.172,5707.256,16.639,-0.869,0.000,1
2293.000,5000.000,15040114.994,5706.388,16.637,-0.869,0.000,1
2294.000,5000.000,15045820.947,5705.519,16.634,-0.868,0.000,1
2295.000,5000.000,15051526.033,5704.651,16.632,-0.868,0.000,1
2296.000,5000.000,15057230.250,5703.784,16.629,-0.867,0.000,1
2297.000,5000.000,15062933.601,5702.917,16.627,-0.867,0.000,1
2298.000,5000.000,15068636.084,5702.051,16.624,-0.866,0.000,1
2299.000,5000.000,15074337.702,5701.184,16.622,-0.866,0.000,1
2300.000,5000.000,15080038.454,5700.319,16.619,-0.865,0.000,1
2301.000,5000.000,15085738.340,5699.454,16.616,-0.865,0.000,1
2302.000,5000.000,15091437.361,5698.589,16.614,-0.864,0.000,1
2303.000,5000.000,15097135.518,5697.725,16.611,-0.864,0.000,1
2304.000,5000.000,15102832.811,5696.861,16.609,-0.864,0.000,1
2305.000,5000.000,15108529.241,5695.998,16.606,-0.863,0.000,1
2306.000,5000.000,15114224.807,5695.135,16.604,-0.863,0.000,1
2307.000,5000.000,15119919.511,5694.273,16.601,-0.862,0.000,1
2308.000,5000.000,15125613.353,5693.411,16.599,-0.862,0.000,1
2309.000,5000.000,15131306.333,5692.549,16.596,-0.861,0.000,1
2310.000,5000.000,15136998.452,5691.688,16.594,-0.861,0.000,1
2311.000,5000.000,15142689.710,5690.828,16.591,-0.860,0.000,1
2312.000,5000.000,15148380.108,5689.968,16.589,-0.860,0.000,1
2313.000,5000.000,15154069.646,5689.108,16.586,-0.859,0.000,1
2314.000,5000.000,15159758.325,5688.249,16.584,-0.859,0.000,1
2315.000,5000.000,15165446.144,5687.390,16.581,-0.858,0.000,1
2316.000,5000.000,15171133.105,5686.532,16.579,-0.858,0.000,1
2317.000,5000.000,15176819.208,5685.674,16.576,-0.858,0.000,1
2318.000,5000.000,15182504.454,5684.817,16.574,-0.857,0.000,1
2319.000,5000.000,15188188.842,5683.960,16.571,-0.857,0.000,1
2320.000,5000.000,15193872.374,5683.103,16.569,-0.856,0.000,1
2321.000,5000.000,15199555.049,5682.247,16.566,-0.856,0.000,1
2322.000,5000.000,15205236.869,5681.392,16.564,-0.855,0.000,1
2323.000,5000.000,15210917.833,5680.537,16.561,-0.855,0.000,1
2324.000,5000.000,15216597.943,5679.682,16.559,-0.854,0.000,1
2325.000,5000.000,15222277.198,5678.828,16.556,-0.854,0.000,1
2326.000,5000.000,15227955.599,5677.974,16.554,-0.854,0.000,1
2327.000,5000.000,15233633.146,5677.121,16.551,-0.853,0.000,1
2328.000,5000.000,15239309.841,5676.268,16.549,-0.853,0.000,1
2329.000,5000.000,15244985.683,5675.416,16.546,-0.852,0.000,1
2330.000,5000.000,15250660.672,5674.564,16.544,-0.852,0.000,1
2331.000,5000.000,15256334.810,5673.712,16.541,-0.851,0.000,1
2332.000,5000.000,15262008.097,5672.861,16.539,-0.851,0.000,1
2333.000,5000.000,15267680.533,5672.010,16.536,-0.850,0.000,1
2334.000,5000.000,15273352.118,5671.160,16.534,-0.850,0.000,1
2335.000,5000.000,15279022.853,5670.311,16.532,-0.850,0.000,1
2336.000,5000.000,15284692.739,5669.461,16.529,-0.849,0.000,1
2337.000,5000.000,15290361.776,5668.612,16.527,-0.849,0.000,1
2338.000,5000.000,15296029.964,5667.764,16.524,-0.848,0.000,1
2339.000,5000.000,15301697.304,5666.916,16.522,-0.848,0.000,1
2340.000,5000.000,15307363.797,5666.069,16.519,-0.847,0.000,1
2341.000,5000.000,15313029.442,5665.222,16.517,-0.847,0.000,1
2342.000,5000.000,15318694.240,5664.375,16.514,-0.846,0.000,1
2343.000,5000.000,15324358.192,5663.529,16.512,-0.846,0.000,1
2344.000,5000.000,15330021.297,5662.683,16.509,-0.846,0.000,1
2345.000,5000.000,15335683.558,5661.838,16.507,-0.845,0.000,1
2346.000,5000.000,15341344.973,5660.993,16.504,-0.845,0.000,1
2347.000,5000.000,15347005.543,5660.148,16.502,-0.844,0.000,1
2348.000,5000.000,15352665.270,5659.304,16.499,-0.844,0.000,1
2349.000,5000.000,15358324.152,5658.461,16.497,-0.843,0.000,1
2350.000,5000.000,15363982.192,5657.618,16.495,-0.843,0.000,1
2351.000,5000.000,15369639.388,5656.775,16.492,-0.842,0.000,1
2352.000,5000.000,15375295.742,5655.933,16.490,-0.842,0.000,1
2353.000,5000.000,15380951.254,5655.091,16.487,-0.842,0.000,1
2354.000,5000.000,15386605.924,5654.250,16.485,-0.841,0.000,1
2355.000,5000.000,15392259.754,5653.409,16.482,-0.841,0.000,1
2356.000,5000.000,15397912.742,5652.568,16.480,-0.840,0.000,1
2357.000,5000.000,15403564.891,5651.728,16.477,-0.840,0.000,1
2358.000,5000.000,15409216.199,5650.889,16.475,-0.839,0.000,1
2359.000,5000.000,15414866.668,5650.050,16.472,-0.839,0.000,1
2360.000,5000.000,15420516.298,5649.211,16.470,-0.839,0.000,1
2361.000,5000.000,15426165.090,5648.373,16.468,-0.838,0.000,1
2362.000,5000.000,15431813.044,5647.535,16.465,-0.838,0.000,1
2363.000,5000.000,15437460.160,5646.697,16.463,-0.837,0.000,1
2364.000,5000.000,15443106.438,5645.860,16.460,-0.837,0.000,1
2365.000,5000.000,15448751.880,5645.024,16.458,-0.836,0.000,1
2366.000,5000.000,15454396.486,5644.188,16.455,-0.836,0.000,1
2367.000,5000.000,15460040.256,5643.352,16.453,-0.835,0.000,1
2368.000,5000.000,15465683.190,5642.517,16.450,-0.835,0.000,1
2369.000,5000.000,15471325.289,5641.682,16.448,-0.835,0.000,1
2370.000,5000.000,15476966.554,5640.847,16.446,-0.834,0.000,1
2371.000,5000.000,15482606.984,5640.013,16.443,-0.834,0.000,1
2372.000,5000.000,15488246.581,5639.180,16.441,-0.833,0.000,1
2373.000,5000.000,15493885.344,5638.347,16.438,-0.833,0.000,1
2374.000,5000.000,15499523.274,5637.514,16.436,-0.832,0.000,1
2375.000,5000.000,15505160.372,5636.682,16.433,-0.832,0.000,1
2376.000,5000.000,15510796.638,5635.850,16.431,-0.832,0.000,1
2377.000,5000.000,15516432.073,5635.019,16.429,-0.831,0.000,1
2378.000,5000.000,15522066.676,5634.188,16.426,-0.831,0.000,1
2379.000,5000.000,15527700.448,5633.357,16.424,-0.830,0.000,1
2380.000,5000.000,15533333.390,5632.527,16.421,-0.830,0.000,1
2381.000,5000.000,15538965.502,5631.697,16.419,-0.829,0.000,1
2382.000,5000.000,15544596.785,5630.868,16.417,-0.829,0.000,1
2383.000,5000.000,15550227.239,5630.039,16.414,-0.829,0.000,1
2384.000,5000.000,15555856.864,5629.211,16.412,-0.828,0.000,1
2385.000,5000.000,15561485.660,5628.383,16.409,-0.828,0.000,1
2386.000,5000.000,15567113.630,5627.555,16.407,-0.827,0.000,1
2387.000,5000.000,15572740.771,5626.728,16.404,-0.827,0.000,1
2388.000,5000.000,15578367.086,5625.901,16.402,-0.826,0.000,1
2389.000,5000.000,15583992.574,5625.075,16.400,-0.826,0.000,1
2390.000,5000.000,15589617.237,5624.249,16.397,-0.826,0.000,1
2391.000,5000.000,15595241.073,5623.424,16.395,-0.825,0.000,1
2392.000,5000.000,15600864.085,5622.599,16.392,-0.825,0.000,1
2393.000,5000.000,15606486.271,5621.774,16.390,-0.824,0.000,1
2394.000,5000.000,15612107.633,5620.950,16.388,-0.824,0.000,1
2395.000,5000.000,15617728.171,5620.126,16.385,-0.824,0.000,1
2396.000,5000.000,15623347.886,5619.303,16.383,-0.823,0.000,1
2397.000,5000.000,15628966.778,5618.480,16.380,-0.823,0.000,1
2398.000,5000.000,15634584.847,5617.658,16.378,-0.822,0.000,1
2399.000,5000.000,15640202.093,5616.836,16.376,-0.822,0.000,1
2400.000,5000.000,15645818.518,5616.014,16.373,-0.821,0.000,1
2401.000,5000.000,15651434.121,5615.193,16.371,-0.821,0.000,1
2402.000,5000.000,15657048.903,5614.372,16.368,-0.821,0.000,1
2403.000,5000.000,15662662.865,5613.552,16.366,-0.820,0.000,1
2404.000,5000.000,15668276.007,5612.732,16.364,-0.820,0.000,1
2405.000,5000.000,15673888.328,5611.912,16.361,-0.819,0.000,1
2406.000,5000.000,15679499.831,5611.093,16.359,-0.819,0.000,1
2407.000,5000.000,15685110.514,5610.274,16.356,-0.819,0.000,1
2408.000,5000.000,15690720.379,5609.456,16.354,-0.818,0.000,1
2409.000,5000.000,15696329.426,5608.638,16.352,-0.818,0.000,1
2410.000,5000.000,15701937.655,5607.820,16.349,-0.817,0.000,1
2411.000,5000.000,15707545.067,5607.003,16.347,-0.817,0.000,1
2412.000,5000.000,15713151.662,5606.187,16.345,-0.816,0.000,1
2413.000,5000.000,15718757.440,5605.371,16.342,-0.816,0.000,1
2414.000,5000.000,15724362.403,5604.555,16.340,-0.816,0.000,1
2415.000,5000.000,15729966.550,5603.739,16.337,-0.815,0.000,1
2416.000,5000.000,15735569.882,5602.924,16.335,-0.815,0.000,1
2417.000,5000.000,15741172.399,5602.110,16.333,-0.814,0.000,1
2418.000,5000.000,15746774.101,5601.296,16.330,-0.814,0.000,1
2419.000,5000.000,15752374.990,5600.482,16.328,-0.814,0.000,1
2420.000,5000.000,15757975.065,5599.668,16.326,-0.813,0.000,1
2421.000,5000.000,15763574.327,5598.856,16.323,-0.813,0.000,1
2422.000,5000.000,15769172.776,5598.043,16.321,-0.812,0.000,1
2423.000,5000.000,15774770.413,5597.231,16.318,-0.812,0.000,1
2424.000,5000.000,15780367.238,5596.419,16.316,-0.811,0.000,1
2425.000,5000.000,15785963.252,5595.608,16.314,-0.811,0.000,1
2426.000,5000.000,15791558.454,5594.797,16.311,-0.811,0.000,1
2427.000,5000.000,15797152.846,5593.987,16.309,-0.810,0.000,1
2428.000,5000.000,15802746.428,5593.177,16.307,-0.810,0.000,1
2429.000,5000.000,15808339.199,5592.367,16.304,-0.809,0.000,1
2430.000,5000.000,15813931.162,5591.558,16.302,-0.809,0.000,1
2431.000,5000.000,15819522.315,5590.749,16.300,-0.809,0.000,1
2432.000,5000.000,15825112.659,5589.940,16.297,-0.808,0.000,1
2433.000,5000.000,15830702.196,5589.132,16.295,-0.808,0.000,1
2434.000,5000.000,15836290.924,5588.325,16.292,-0.807,0.000,1
2435.000,5000.000,15841878.845,5587.518,16.290,-0.807,0.000,1
2436.000,5000.000,15847465.959,5586.711,16.288,-0.807,0.000,1
2437.000,5000.000,15853052.267,5585.904,16.285,-0.806,0.000,1
2438.000,5000.000,15858637.768,5585.098,16.283,-0.806,0.000,1
2439.000,5000.000,15864222.464,5584.293,16.281,-0.805,0.000,1
2440.000,5000.000,15869806.354,5583.488,16.278,-0.805,0.000,1
2441.000,5000.000,15875389.439,5582.683,16.276,-0.805,0.000,1
2442.000,5000.000,15880971.720,5581.878,16.274,-0.804,0.000,1
2443.000,5000.000,15886553.196,5581.075,16.271,-0.804,0.000,1
2444.000,5000.000,15892133.869,5580.271,16.269,-0.803,0.000,1
2445.000,5000.000,15897713.738,5579.468,16.267,-0.803,0.000,1
2446.000,5000.000,15903292.805,5578.665,16.264,-0.803,0.000,1
2447.000,5000.000,15908871.069,5577.863,16.262,-0.802,0.000,1
2448.000,5000.000,15914448.530,5577.061,16.260,-0.802,0.000,1
2449.000,5000.000,15920025.190,5576.259,16.257,-0.801,0.000,1
2450.000,5000.000,15925601.049,5575.458,16.255,-0.801,0.000,1
2451.000,5000.000,15931176.106,5574.657,16.253,-0.801,0.000,1
2452.000,5000.000,15936750.363,5573.857,16.250,-0.800,0.000,1
2453.000,5000.000,15942323.820,5573.057,16.248,-0.800,0.000,1
2454.000,5000.000,15947896.477,5572.257,16.246,-0.799,0.000,1
2455.000,5000.000,15953468.335,5571.458,16.243,-0.799,0.000,1
2456.000,5000.000,15959039.394,5570.659,16.241,-0.799,0.000,1
2457.000,5000.000,15964609.654,5569.861,16.239,-0.798,0.000,1
2458.000,5000.000,15970179.116,5569.063,16.236,-0.798,0.000,1
2459.000,5000.000,15975747.781,5568.266,16.234,-0.797,0.000,1
2460.000,5000.000,15981315.648,5567.468,16.232,-0.797,0.000,1
2461.000,5000.000,15986882.718,5566.672,16.229,-0.797,0.000,1
2462.000,5000.000,15992448.991,5565.875,16.227,-0.796,0.000,1
2463.000,5000.000,15998014.468,5565.079,16.225,-0.796,0.000,1
2464.000,5000.000,16003579.150,5564.284,16.222,-0.795,0.000,1
2465.000,5000.000,16009143.036,5563.489,16.220,-0.795,0.000,1
2466.000,5000.000,16014706.127,5562.694,16.218,-0.795,0.000,1
2467.000,5000.000,16020268.424,5561.899,16.215,-0.794,0.000,1
2468.000,5000.000,16025829.926,5561.105,16.213,-0.794,0.000,1
2469.000,5000.000,16031390.635,5560.312,16.211,-0.793,0.000,1
2470.000,5000.000,16036950.550,5559.519,16.209,-0.793,0.000,1
2471.000,5000.000,16042509.672,5558.726,16.206,-0.793,0.000,1
2472.000,5000.000,16048068.002,5557.933,16.204,-0.792,0.000,1
2473.000,5000.000,16053625.539,5557.141,16.202,-0.792,0.000,1
2474.000,5000.000,16059182.284,5556.350,16.199,-0.791,0.000,1
2475.000,5000.000,16064738.238,5555.558,16.197,-0.791,0.000,1
2476.000,5000.000,16070293.401,5554.768,16.195,-0.791,0.000,1
2477.000,5000.000,16075847.774,5553.977,16.192,-0.790,0.000,1
2478.000,5000.000,16081401.356,5553.187,16.190,-0.790,0.000,1
2479.000,5000.000,16086954.148,5552.397,16.188,-0.789,0.000,1
2480.000,5000.000,16092506.151,5551.608,16.185,-0.789,0.000,1
2481.000,5000.000,16098057.364,5550.819,16.183,-0.789,0.000,1
2482.000,5000.000,16103607.789,5550.031,16.181,-0.788,0.000,1
2483.000,5000.000,16109157.426,5549.243,16.179,-0.788,0.000,1
2484.000,5000.000,16114706.274,5548.455,16.176,-0.788,0.000,1
2485.000,5000.000,16120254.335,5547.667,16.174,-0.787,0.000,1
2486.000,5000.000,16125801.609,5546.881,16.172,-0.787,0.000,1
2487.000,5000.000,16131348.097,5546.094,16.169,-0.786,0.000,1
2488.000,5000.000,16136893.797,5545.308,16.167,-0.786,0.000,1
2489.000,5000.000,16142438.712,5544.522,16.165,-0.786,0.000,1
2490.000,5000.000,16147982.842,5543.737,16.162,-0.785,0.000,1
2491.000,5000.000,16153526.186,5542.952,16.160,-0.785,0.000,1
2492.000,5000.000,16159068.745,5542.167,16.158,-0.784,0.000,1
2493.000,5000.000,16164610.520,5541.383,16.156,-0.784,0.000,1
2494.000,5000.000,16170151.510,5540.599,16.153,-0.784,0.000,1
2495.000,5000.000,16175691.717,5539.815,16.151,-0.783,0.000,1
2496.000,5000.000,16181231.141,5539.032,16.149,-0.783,0.000,1
2497.000,5000.000,16186769.782,5538.250,16.147,-0.783,0.000,1
2498.000,5000.000,16192307.640,5537.467,16.144,-0.782,0.000,1
2499.000,5000.000,16197844.717,5536.685,16.142,-0.782,0.000,1
2500.000,5000.000,16203381.011,5535.904,16.140,-0.781,0.000,1
2501.000,5000.000,16208916.524,5535.123,16.137,-0.781,0.000,1
2502.000,5000.000,16214451.256,5534.342,16.135,-0.781,0.000,1
2503.000,5000.000,16219985.208,5533.561,16.133,-0.780,0.000,1
2504.000,5000.000,16225518.379,5532.781,16.131,-0.780,0.000,1
2505.000,5000.000,16231050.771,5532.002,16.128,-0.779,0.000,1
2506.000,5000.000,16236582.383,5531.222,16.126,-0.779,0.000,1
2507.000,5000.000,16242113.216,5530.444,16.124,-0.779,0.000,1
2508.000,5000.000,16247643.270,5529.665,16.121,-0.778,0.000,1
2509.000,5000.000,16253172.546,5528.887,16.119,-0.778,0.000,1
2510.000,5000.000,16258701.044,5528.109,16.117,-0.778,0.000,1
2511.000,5000.000,16264228.765,5527.332,16.115,-0.777,0.000,1
2512.000,5000.000,16269755.708,5526.555,16.112,-0.777,0.000,1
2513.000,5000.000,16275281.874,5525.778,16.110,-0.776,0.000,1
2514.000,5000.000,16280807.265,5525.002,16.108,-0.776,0.000,1
2515.000,5000.000,16286331.879,5524.226,16.106,-0.776,0.000,1
2516.000,5000.000,16291855.717,5523.451,16.103,-0.775,0.000,1
2517.000,5000.000,16297378.780,5522.676,16.101,-0.775,0.000,1
2518.000,5000.000,16302901.069,5521.901,16.099,-0.775,0.000,1
2519.000,5000.000,16308422.582,5521.127,16.097,-0.774,0.000,1
2520.000,5000.000,16313943.322,5520.353,16.094,-0.774,0.000,1
2521.000,5000.000,16319463.288,5519.579,16.092,-0.773,0.000,1
2522.000,5000.000,16324982.480,5518.806,16.090,-0.773,0.000,1
2523.000,5000.000,16330500.900,5518.033,16.088,-0.773,0.000,1
2524.000,5000.000,16336018.547,5517.261,16.085,-0.772,0.000,1
2525.000,5000.000,16341535.421,5516.489,16.083,-0.772,0.000,1
2526.000,5000.000,16347051.524,5515.717,16.081,-0.772,0.000,1
2527.000,5000.000,16352566.855,5514.946,16.079,-0.771,0.000,1
2528.000,5000.000,16358081.415,5514.175,16.076,-0.771,0.000,1
2529.000,5000.000,16363595.204,5513.404,16.074,-0.770,0.000,1
2530.000,5000.000,16369108.223,5512.634,16.072,-0.770,0.000,1
2531.000,5000.000,16374620.472,5511.864,16.070,-0.770,0.000,1
2532.000,5000.000,16380131.951,5511.095,16.067,-0.769,0.000,1
2533.000,5000.000,16385642.661,5510.325,16.065,-0.769,0.000,1
2534.000,5000.000,16391152.602,5509.557,16.063,-0.769,0.000,1
2535.000,5000.000,16396661.775,5508.788,16.061,-0.768,0.000,1
2536.000,5000.000,16402170.179,5508.020,16.058,-0.768,0.000,1
2537.000,5000.000,16407677.816,5507.253,16.056,-0.767,0.000,1
2538.000,5000.000,16413184.685,5506.486,16.054,-0.767,0.000,1
2539.000,5000.000,16418690.787,5505.719,16.052,-0.767,0.000,1
2540.000,5000.000,16424196.123,5504.952,16.049,-0.766,0.000,1
2541.000,5000.000,16429700.692,5504.186,16.047,-0.766,0.000,1
2542.000,5000.000,16435204.495,5503.420,16.045,-0.766,0.000,1
2543.000,5000.000,16440707.533,5502.655,16.043,-0.765,0.000,1
2544.000,5000.000,16446209.806,5501.890,16.040,-0.765,0.000,1
2545.000,5000.000,16451711.313,5501.125,16.038,-0.764,0.000,1
2546.000,5000.000,16457212.056,5500.361,16.036,-0.764,0.000,1
2547.000,5000.000,16462712.036,5499.597,16.034,-0.764,0.000,1
2548.000,5000.000,16468211.251,5498.834,16.032,-0.763,0.000,1
2549.000,5000.000,16473709.703,5498.071,16.029,-0.763,0.000,1
2550.000,5000.000,16479207.392,5497.308,16.027,-0.763,0.000,1
2551.000,5000.000,16484704.319,5496.545,16.025,-0.762,0.000,1
2552.000,5000.000,16490200.483,5495.783,16.023,-0.762,0.000,1
2553.000,5000.000,16495695.885,5495.022,16.020,-0.762,0.000,1
2554.000,5000.000,16501190.526,5494.260,16.018,-0.761,0.000,1
2555.000,5000.000,16506684.406,5493.499,16.016,-0.761,0.000,1
2556.000,5000.000,16512177.525,5492.739,16.014,-0.760,0.000,1
2557.000,5000.000,16517669.884,5491.978,16.012,-0.760,0.000,1
2558.000,5000.000,16523161.482,5491.219,16.009,-0.760,0.000,1
2559.000,5000.000,16528652.321,5490.459,16.007,-0.759,0.000,1
2560.000,5000.000,16534142.400,5489.700,16.005,-0.759,0.000,1
2561.000,5000.000,16539631.721,5488.941,16.003,-0.759,0.000,1
2562.000,5000.000,16545120.283,5488.183,16.001,-0.758,0.000,1
2563.000,5000.000,16550608.086,5487.425,15.998,-0.758,0.000,1
2564.000,5000.000,16556095.132,5486.667,15.996,-0.758,0.000,1
2565.000,5000.000,16561581.421,5485.910,15.994,-0.757,0.000,1
2566.000,5000.000,16567066.952,5485.153,15.992,-0.757,0.000,1
2567.000,5000.000,16572551.726,5484.396,15.989,-0.756,0.000,1
2568.000,5000.000,16578035.744,5483.640,15.987,-0.756,0.000,1
2569.000,5000.000,16583519.006,5482.884,15.985,-0.756,0.000,1
2570.000,5000.000,16589001.512,5482.128,15.983,-0.755,0.000,1
2571.000,5000.000,16594483.263,5481.373,15.981,-0.755,0.000,1
2572.000,5000.000,16599964.259,5480.619,15.978,-0.755,0.000,1
2573.000,5000.000,16605444.500,5479.864,15.976,-0.754,0.000,1
2574.000,5000.000,16610923.987,5479.110,15.974,-0.754,0.000,1
2575.000,5000.000,16616402.720,5478.356,15.972,-0.754,0.000,1
2576.000,5000.000,16621880.700,5477.603,15.970,-0.753,0.000,1
2577.000,5000.000,16627357.926,5476.850,15.967,-0.753,0.000,1
2578.000,5000.000,16632834.400,5476.097,15.965,-0.752,0.000,1
2579.000,5000.000,16638310.121,5475.345,15.963,-0.752,0.000,1
2580.000,5000.000,16643785.090,5474.593,15.961,-0.752,0.000,1
2581.000,5000.000,16649259.307,5473.842,15.959,-0.751,0.000,1
2582.000,5000.000,16654732.773,5473.090,15.957,-0.751,0.000,1
2583.000,5000.000,16660205.488,5472.339,15.954,-0.751,0.000,1
2584.000,5000.000,16665677.452,5471.589,15.952,-0.750,0.000,1
2585.000,5000.000,16671148.666,5470.839,15.950,-0.750,0.000,1
2586.000,5000.000,16676619.130,5470.089,15.948,-0.750,0.000,1
2587.000,5000.000,16682088.844,5469.340,15.946,-0.749,0.000,1
2588.000,5000.000,16687557.809,5468.591,15.943,-0.749,0.000,1
2589.000,5000.000,16693026.026,5467.842,15.941,-0.749,0.000,1
2590.000,5000.000,16698493.493,5467.093,15.939,-0.748,0.000,1
2591.000,5000.000,16703960.213,5466.345,15.937,-0.748,0.000,1
2592.000,5000.000,16709426.184,5465.598,15.935,-0.747,0.000,1
2593.000,5000.000,16714891.408,5464.851,15.933,-0.747,0.000,1
2594.000,5000.000,16720355.886,5464.104,15.930,-0.747,0.000,1
2595.000,5000.000,16725819.616,5463.357,15.928,-0.746,0.000,1
2596.000,5000.000,16731282.600,5462.611,15.926,-0.746,0.000,1
2597.000,5000.000,16736744.837,5461.865,15.924,-0.746,0.000,1
2598.000,5000.000,16742206.329,5461.119,15.922,-0.745,0.000,1
2599.000,5000.000,16747667.076,5460.374,15.919,-0.745,0.000,1
2600.000,5000.000,16753127.078,5459.629,15.917,-0.745,0.000,1
2601.000,5000.000,16758586.335,5458.885,15.915,-0.744,0.000,1
2602.000,5000.000,16764044.848,5458.141,15.913,-0.744,0.000,1
2603.000,5000.000,16769502.617,5457.397,15.911,-0.744,0.000,1
2604.000,5000.000,16774959.642,5456.654,15.909,-0.743,0.000,1
2605.000,5000.000,16780415.924,5455.910,15.906,-0.743,0.000,1
2606.000,5000.000,16785871.463,5455.168,15.904,-0.743,0.000,1
2607.000,5000.000,16791326.259,5454.425,15.902,-0.742,0.000,1
2608.000,5000.000,16796780.314,5453.683,15.900,-0.742,0.000,1
2609.000,5000.000,16802233.626,5452.942,15.898,-0.741,0.000,1
2610.000,5000.000,16807686.197,5452.200,15.896,-0.741,0.000,1
2611.000,5000.000,16813138.027,5451.459,15.893,-0.741,0.000,1
2612.000,5000.000,16818589.116,5450.719,15.891,-0.740,0.000,1
2613.000,5000.000,16824039.464,5449.978,15.889,-0.740,0.000,1
2614.000,5000.000,16829489.073,5449.239,15.887,-0.740,0.000,1
2615.000,5000.000,16834937.942,5448.499,15.885,-0.739,0.000,1
2616.000,5000.000,16840386.071,5447.760,15.883,-0.739,0.000,1
2617.000,5000.000,16845833.461,5447.021,15.881,-0.739,0.000,1
2618.000,5000.000,16851280.113,5446.282,15.878,-0.738,0.000,1
2619.000,5000.000,16856726.026,5445.544,15.876,-0.738,0.000,1
2620.000,5000.000,16862171.201,5444.806,15.874,-0.738,0.000,1
2621.000,5000.000,16867615.638,5444.069,15.872,-0.737,0.000,1
2622.000,5000.000,16873059.338,5443.332,15.870,-0.737,0.000,1
2623.000,5000.000,16878502.301,5442.595,15.868,-0.737,0.000,1
2624.000,5000.000,16883944.528,5441.858,15.865,-0.736,0.000,1
2625.000,5000.000,16889386.018,5441.122,15.863,-0.736,0.000,1
2626.000,5000.000,16894826.772,5440.386,15.861,-0.736,0.000,1
